,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,ret1d,ret5d,ret1m,1d index,5d index,1m index,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Indian Affairs,Joint Committee on Printing,Joint Committee on Taxation,Joint Committee on the Library,Joint Economic Committee,Judiciary,Rules and Administration,Select Committee on Ethics,Select Committee on Intelligence,Small Business and Entrepreneurship,Special Committee on Aging,Veterans' Affairs,"Health, Education, Labor and Pensions"
314,2020-03-17,Joint,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.05096180777259718,-0.02396217025253156,-0.04218697385773595,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,2020-03-17,Joint,HUN,Huntsman Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.001993337713687149,-0.07973420558518562,0.03455146162785305,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,2020-03-17,Spouse,DXCM,"DexCom, Inc.",Stock,Sale (Partial),"$250,001 - $500,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/8eae5ca1-bec4-44fd-b294-088d17ed7760/,-0.03814029194698498,0.1885377889958444,0.627251609931188,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
317,2020-03-17,Spouse,PODD,Insulet Corporation,Stock,Sale (Partial),"$250,001 - $500,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/8eae5ca1-bec4-44fd-b294-088d17ed7760/,-0.0007686273387632613,0.21059099045384544,0.5320881977002399,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
318,2020-03-17,Joint,DG,Dollar General Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.03746840957659103,-0.08224934676425387,0.1784766844555863,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,2020-03-17,Joint,TDG,TransDigm Group Incorporated,Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.2197391014050428,0.033871885271502984,0.0710770560831322,-0.05841905457451735,-0.028613555094700982,0.13900276283062674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,2020-03-18,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.007962266557906661,-0.1760542418230091,-0.058389842263223524,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,2020-03-18,Joint,TDG,TransDigm Group Incorporated,Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.2440294453229193,0.42434601041848974,0.28727776776555736,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,2020-03-18,Spouse,AIZ,"Assurant, Inc.",Stock,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.03768186346600877,0.2391492955073771,0.2811838322501068,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,2020-03-18,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.007962266557906661,-0.1760542418230091,-0.058389842263223524,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,2020-03-18,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.007962266557906661,-0.1760542418230091,-0.058389842263223524,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,2020-03-18,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.11593214132018015,0.5559322551145391,0.2427118592343087,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,2020-03-18,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.054166660043928117,0.2791667111336258,0.33214286768517565,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,2020-03-18,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.01972101151308236,0.014910988566184002,0.08225103459209171,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,2020-03-18,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.11593214132018015,0.5559322551145391,0.2427118592343087,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,2020-03-18,Joint,CDLX,"Cardlytics, Inc.",Stock,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.02107027010544837,0.3926421378227174,0.4839464715038602,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,2020-03-18,Joint,CDLX,"Cardlytics, Inc.",Stock,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.02107027010544837,0.3926421378227174,0.4839464715038602,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,2020-03-18,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.006814216772687454,0.024611177160565708,-0.05650812290301588,0.01186869795554002,0.04582839414028772,0.18911621372437115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,2020-03-19,Joint,CLX,The Clorox Company,Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.07498177585954212,-0.09735112257681787,-0.0052664225324052785,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,2020-03-19,Joint,CME,CME Group Inc.,Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.020551490892404267,0.12640120450257153,0.14688830609747972,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,2020-03-19,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.055039913312386564,0.13825112684517582,0.18417198178461855,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,2020-03-19,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.07050906453757899,-0.15155062196975433,-0.058806381459455374,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,2020-03-19,Joint,GOOG,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.03852817766538797,0.041657290310378466,0.09060416861855414,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,2020-03-19,Joint,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.03755868795590722,0.09389666642894423,0.17595122576580755,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,2020-03-19,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.07050906453757899,-0.15155062196975433,-0.058806381459455374,-0.04197159468919032,0.09742992681727469,0.13932197506580657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,2020-03-20,Spouse,AIZ,"Assurant, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.02339370875371816,0.14991755561748832,0.13124652990345487,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,2020-03-20,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.028089888844431758,0.0904494763684851,0.17303371099552245,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341,2020-03-20,Spouse,HIG,"The Hartford Financial Services Group, Inc.",Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.017908582190377942,0.12344101547312912,0.1410297340215485,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,2020-03-20,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/,-0.021244155728838417,0.08070144633001974,0.20441458509626909,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343,2020-03-20,Spouse,DAL,"Delta Air Lines, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.0407493637630032,0.3840748809872543,0.05245896542731887,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,2020-03-20,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.08705166226767858,0.15810741684036955,0.42178823554802025,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,2020-03-20,Spouse,PRU,"Prudential Financial, Inc.",Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.07193557078967218,0.2550876247550935,0.2685755499198652,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
346,2020-03-20,Spouse,V,Visa Inc.,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/,-0.0755294980562009,0.10032006772354096,0.13457736334820836,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,2020-03-20,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/7d096cf3-d20a-41fe-b493-f758a829a6ce/,-0.1441138285879422,0.09366102946880672,-0.17205695377337205,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,2020-03-20,Spouse,ADM,Archer-Daniels-Midland Company,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.04246981765722513,0.09441356850777427,0.1564848356751578,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,2020-03-20,Spouse,CAH,"Cardinal Health, Inc.",Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.053773407168073765,0.024232614647802908,0.13177934094570687,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,2020-03-20,Joint,PAGP,"Plains GP Holdings, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.1368947789911431,0.0066778698194704935,0.2337228963042333,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,2020-03-20,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.13631205036819316,0.03379454917918245,0.18190066749847664,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,2020-03-20,Spouse,K,Kellogg Company,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.04031535467900527,0.06557964087712209,0.15893206797392545,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
353,2020-03-20,Spouse,WDC,Western Digital Corporation,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,0.10692430841871148,0.3607085680559823,0.2859903795912586,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
354,2020-03-20,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,,,,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,2020-03-20,Joint,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.02660624336234063,0.4279648499365334,0.4534388851626099,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,2020-03-20,Joint,PAGP,"Plains GP Holdings, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.1368947789911431,0.0066778698194704935,0.2337228963042333,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,2020-03-20,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.02809570230086189,0.0807492430743395,0.19479710216378687,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358,2020-03-20,Joint,NWSA,News Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.08758324561362696,-0.05432380265244097,-0.06485587676921377,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,2020-03-20,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.2009966847143987,-0.08139531107485988,-0.19933551712079067,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,2020-03-20,Spouse,CR,Crane Co.,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.03468927876802508,0.2283504266425238,0.2490641282317112,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
361,2020-03-20,Joint,KR,The Kroger Co.,Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,-0.02171861895233307,-0.08309730119477954,0.01699719571125735,-0.027747584541062742,0.10685386473429959,0.21568538647343005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362,2020-03-23,Spouse,CEF,Sprott Physical Gold and Silver Trust,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/,0.06400000832297592,0.08290911587801841,0.1410908785733309,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,2020-03-23,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.16316375970065589,0.21902660445418665,0.20962394532745465,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,2020-03-23,Joint,RL,Ralph Lauren Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.06223240978387001,0.08960245372521514,0.05428127430484153,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
365,2020-03-23,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.14730323835085546,0.20000002698282812,0.3289125117552376,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,2020-03-23,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.16316375970065589,0.21902660445418665,0.20962394532745465,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,2020-03-23,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.14730323835085546,0.20000002698282812,0.3289125117552376,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,2020-03-23,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,,,,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
369,2020-03-23,Joint,NWS,News Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.06265347097016671,0.08845200036694201,0.08353800034655623,0.09459333561069538,0.1741793733113879,0.25110245023446476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,2020-03-24,Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/,-0.0010002610537889198,0.07481491774745308,0.1588317335490137,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,2020-03-24,Spouse,ABBV,AbbVie Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/,0.006223230280546721,0.128908058275508,0.2385538447729603,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,2020-03-24,Spouse,--,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/,,,,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,2020-03-24,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/,0.014334160674255969,0.013255250412425923,0.16491992957156046,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,2020-03-24,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/,-0.009572591371182382,0.06316577192460926,0.1766887377708013,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,2020-03-24,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/,0.02660008700868577,-0.015491278331765891,0.03128821452189734,0.013738757908474453,0.0565225409254686,0.15905608987998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
