,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,ret1d,ret5d,ret1m,1d index,5d index,1m index,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Indian Affairs,Joint Committee on Printing,Joint Committee on Taxation,Joint Committee on the Library,Joint Economic Committee,Judiciary,Rules and Administration,Select Committee on Ethics,Select Committee on Intelligence,Small Business and Entrepreneurship,Special Committee on Aging,Veterans' Affairs,"Health, Education, Labor and Pensions"
0,2020-01-02,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/,-0.007847783329391622,0.023935596954828275,0.0931920715369854,-0.006278520849724689,0.00535536323105168,0.01394177812745867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2020-01-02,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/,-0.007847783329391622,0.023935596954828275,0.0931920715369854,-0.006278520849724689,0.00535536323105168,0.01394177812745867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2020-01-03,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/,-0.011329787052549278,-0.02504472658493617,-0.011926103606446971,0.0033623114967828993,0.008841242946799444,0.030688350144890908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,2020-01-06,Spouse,MA,Mastercard Incorporated,Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.003386181635455676,0.04640965361643379,0.09318452937252196,-0.0025724656741543672,0.012793939712767655,0.029917407543794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2020-01-06,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.012106619196594393,0.06293764583903516,0.07249218651639522,-0.0025724656741543672,0.012793939712767655,0.029917407543794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,2020-01-06,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.002091556198255961,-0.0060854893766150156,0.07743524300420201,-0.0025724656741543672,0.012793939712767655,0.029917407543794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,2020-01-06,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.015126661630534556,0.009201164217072844,0.09266601220575944,-0.0025724656741543672,0.012793939712767655,0.029917407543794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,2020-01-06,Joint,ALB,Albemarle Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.013148726667995048,0.061127470655537815,0.21625401519710552,-0.0025724656741543672,0.012793939712767655,0.029917407543794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,2020-01-07,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.050110124177219606,-0.048182819788112015,-0.169603521452946,0.004752084640903709,0.014567433716067058,0.02655049287714717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,2020-01-10,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.029995520440425194,0.032274809386856784,0.15487015305625595,0.007293541500983602,0.0201906575697961,0.03490331087020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,2020-01-10,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004322529419005683,-0.009792085187595334,0.14700819940717635,0.007293541500983602,0.0201906575697961,0.03490331087020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,2020-01-10,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.021364370733372832,0.02706803975614647,0.05436157111693474,0.007293541500983602,0.0201906575697961,0.03490331087020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,2020-01-10,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.024563399813942958,0.07906349805465808,0.1220495209337642,0.007293541500983602,0.0201906575697961,0.03490331087020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,2020-01-10,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.011367913755171322,0.02046233148982801,0.08791207838126147,0.007293541500983602,0.0201906575697961,0.03490331087020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,2020-01-13,Joint,--,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,,,,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,2020-01-13,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0141816377815569,0.012265223953725313,0.08164044263354775,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,2020-01-13,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0141816377815569,0.012265223953725313,0.08164044263354775,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,2020-01-13,Spouse,KSS,Kohl's Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004750537669660826,-0.003886855967134451,-0.03606136761217504,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,2020-01-13,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.0006786586132870863,-0.002390027275106843,0.1253392505184936,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,2020-01-13,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Sale (Partial),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004735553715950136,0.014996020460867896,0.020520933489835302,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,2020-01-13,Self,BFAM,Bright Horizons Family Solutions Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2804d5d8-9616-4854-80bc-62d298b46986/,-0.012045253341142923,-0.006542386452173421,0.06230511923733495,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,2020-01-13,Self,PG,The Procter &amp; Gamble Company,Stock,Sale (Full),"$100,001 - $250,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2804d5d8-9616-4854-80bc-62d298b46986/,-0.0015214190918515502,0.009689294611507915,0.0006406296669940748,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,2020-01-13,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0044952553139254725,0.07698072030973724,0.09365049741823794,-0.0008258796397294654,0.009926138311465715,0.02649047901019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,2020-01-14,Spouse,BABA,Alibaba Group Holding Limited,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.0063137794158139035,-0.018190693964643456,-0.03028831491003081,0.0019234468166953178,0.011129999012283953,0.029054443941922248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,2020-01-14,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.002412600465103276,-0.0018094503488274016,-0.02593487980424947,0.0019234468166953178,0.011129999012283953,0.029054443941922248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,2020-01-14,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.002796970406328869,0.06880474647058721,0.08446762426022225,0.0019234468166953178,0.011129999012283953,0.029054443941922248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020-01-17,Spouse,PRU,"Prudential Financial, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.01658085103658014,-0.06951596401722904,-0.03419155249223882,-0.0028412150553626114,-0.025770948832486318,0.014708672885884733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,2020-01-21,Spouse,DFS,Discover Financial Services,Stock,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.019837428616884974,-0.10097988668051594,-0.09990440463507598,0.0003651643496731527,-0.013202491346633427,0.0068455457664080566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,2020-01-21,Spouse,MA,Mastercard Incorporated,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.007392926838007963,-0.005156411952524032,0.055198396966841035,0.0003651643496731527,-0.013202491346633427,0.0068455457664080566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,2020-01-21,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0015146124861209476,0.012873917249234923,0.08330180899849671,0.0003651643496731527,-0.013202491346633427,0.0068455457664080566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,2020-01-22,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.00181273039447194,-0.02839875136078673,-0.14320235898123834,0.001079669312713527,-0.014657796240694299,-0.02675523382552547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,2020-01-23,Joint,CDLX,"Cardlytics, Inc.",Stock,Sale (Partial),"$1,000,001 - $5,000,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.013591341964104277,-0.024879014516324797,-0.0213084367729085,-0.009254599052970103,-0.012782850745195584,-0.05780272604948811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,2020-01-24,Joint,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03367570332638525,-0.1382387467392977,-0.2042431586592922,-0.015291946587044913,-0.021299867297005837,-0.0541075723646014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,2020-01-24,Joint,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03367570332638525,-0.1382387467392977,-0.2042431586592922,-0.015291946587044913,-0.021299867297005837,-0.0541075723646014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,2020-01-24,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03913743665150027,-0.04552720668193566,-0.17971245349314435,-0.015291946587044913,-0.021299867297005837,-0.0541075723646014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,2020-01-24,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.020572523034333438,-0.021168725852477862,-0.08676212508430657,-0.015291946587044913,-0.021299867297005837,-0.0541075723646014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,2020-01-24,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.049209175218379315,-0.10544813683634048,-0.2521968239628687,-0.015291946587044913,-0.021299867297005837,-0.0541075723646014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,2020-01-27,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03227769369723499,-0.039585847473210256,-0.17600489219821236,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,2020-01-27,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.02828933448469395,-0.0009386908349676704,-0.1146788211473424,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,2020-01-27,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.02493767226882304,-0.013300070736792293,-0.23857023684656764,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,2020-01-27,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.03512015944165814,-0.0665433764937079,-0.05175595949510614,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,2020-01-27,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.0123117145936551,0.0032399281455139928,-0.014741614355423429,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,2020-01-27,Self,INTU,Intuit Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.015506039417318098,-0.003383217999778032,-0.05282640342567757,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,2020-01-27,Self,PYPL,"PayPal Holdings, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.011107244038740973,0.011020516279098393,-0.06421382907891747,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,2020-01-27,Self,DHR,Danaher Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.015880878455696967,-0.0012406758810696859,-0.08777912012633371,0.010023057243027544,0.0021109485054906507,-0.08102146745138494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020-01-28,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.020932336067801986,0.003651369741555888,-0.13953859658526654,-0.0011101497920423808,0.007515661972418153,-0.09816747104750201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,2020-01-28,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.05803568121425906,-0.09017859340018196,-0.040178555082909684,-0.0011101497920423808,0.007515661972418153,-0.09816747104750201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,2020-01-29,Self,BMEZ,BlackRock Health Sciences Trust II,Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e01a74ce-8d08-42e0-961e-6b275519c2db/,0.016467061308882647,0.0324351092233055,-0.001996053577839385,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,2020-01-29,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.01600849682746386,0.06261117718488096,-0.10245467824908794,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,2020-01-29,Spouse,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.0007875762714139034,0.03911789054011794,-0.020040197369444512,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,2020-01-29,Spouse,KEYS,"Keysight Technologies, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.0038678939203155016,-0.002717981667122338,0.018398436540443708,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,2020-01-29,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.01892889428903177,0.02931672360827386,-0.018467203201668725,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,2020-01-29,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.02328041758487953,-0.0021163832499134787,-0.1298060054906074,0.0029845606382368217,0.01885699675976893,-0.0578232534841614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,2020-01-30,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.019414507767888226,0.03554356759198152,-0.17114694207231718,-0.017802054883599983,0.018478345688646147,-0.08598777474313957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,2020-01-30,Spouse,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.026339520582640885,-0.022336043772664627,-0.056940121868098936,-0.017802054883599983,0.018478345688646147,-0.08598777474313957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020-01-30,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.019414507767888226,0.03554356759198152,-0.17114694207231718,-0.017802054883599983,0.018478345688646147,-0.08598777474313957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,2020-01-31,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.02032521585926772,0.03963414831134382,0.05470866348490944,0.008262580573402012,0.03088933968210239,-0.031726190791459774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,2020-01-31,Spouse,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.01461805289205653,0.04670646002085821,-0.023442417555753936,0.008262580573402012,0.03088933968210239,-0.031726190791459774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,2020-01-31,Spouse,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.007098576546290203,0.0008980238168423416,0.0002646879912420186,0.008262580573402012,0.03088933968210239,-0.031726190791459774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,2020-02-05,Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.003109032289116853,0.024194454081221558,-0.1358959531688857,0.0026118084468957914,0.012966860759882515,-0.1811980518981703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,2020-02-06,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,,,,-0.005833167328133548,0.009423987495977615,-0.14465437717402962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,2020-02-06,Joint,KL,Kirkland Lake Gold Ltd.,Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.05012068286657057,-0.016617601816168004,-0.14205314544833836,-0.005833167328133548,0.009423987495977615,-0.14465437717402962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
