PERMNO,date,TICKER,COMNAM,PRC,SHROUT,Market Cap
14502,12/31/2020,CSLT,CASTLIGHT HEALTH INC,1.3,118751,154376.3
14503,12/31/2020,OUT,OUTFRONT MEDIA INC,19.56,144429,2825031.24
14504,12/31/2020,QUOT,QUOTIENT TECHNOLOGY INC,9.42,91006,857276.52
14505,12/31/2020,ENLC,ENLINK MIDSTREAM LLC,3.71,549578,2038934.38
14507,12/31/2020,FPL,FIRST TRUST NEW OPPS MLP & EN FD,4.27,25700,109739
14513,12/31/2020,KBA,KRANESHARES TRUST,45.89,19100,876499
14515,12/31/2020,TOLZ,PROSHARES TRUST,41.07,3480,142923.6
14516,12/31/2020,QTWO,Q 2 HOLDINGS INC,126.53,53883,6817815.99
14520,12/31/2020,TSLX,SIXTH ST SPECIALTY LENDING INC,20.75,67628,1403281
14521,12/31/2020,TNET,TRINET GROUP INC,80.6,66634,5370700.4
14522,12/31/2020,TPVG,TRIPLEPOINT VENTURE GR BDC CORP,13.04,30828,401997.12
14523,12/31/2020,XXII,22ND CENTURY GROUP INC,2.2,138859,305489.8
14526,12/31/2020,APOG,APOGEE ENTERPRISES INC,31.68,26386,835908.48
14528,12/31/2020,AGTC,APPLIED GENETIC TECHNOLOGIES COR,4.09,25890,105890.1
14529,12/31/2020,AIRR,FIRST TRUST E T F VI,33.9375,2150,72965.625
14531,12/31/2020,AKBA,AKEBIA THERAPEUTICS INC,2.8,144539,404709.2
14532,12/31/2020,AMRK,A MARK PRECIOUS METALS INC,25.65,7090,181858.5
14535,12/31/2020,NLTX,NEOLEUKIN THERAPEUTICS INC,14.1,41894,590705.4
14536,12/31/2020,BPTH,BIO PATH HOLDINGS INC,3.5,4542,15897
14538,12/31/2020,PLXP,P L X PHARMA INC,5.52,13912,76794.24
14539,12/31/2020,FV,FIRST TRUST E T F VI,40.47,58300,2359401
14540,12/31/2020,GLMD,GALMED PHARMACEUTICALS LTD,3.11,21153,65785.83
14541,12/31/2020,CVX,CHEVRON CORP NEW,84.45,1925052,162570641.4
14542,12/31/2020,GOOG,ALPHABET INC,1751.88,329867,577887400
14543,12/31/2020,BLBD,BLUE BIRD CORP,18.26,27048,493896.48
14544,12/31/2020,LE,LANDS END INC,21.57,32604,703268.28
14545,12/31/2020,LPCN,LIPOCINE INC,1.36,65686,89332.96
14546,12/31/2020,MDWD,MEDIWOUND LTD,3.7,27211,100680.7
14547,12/31/2020,PCTY,PAYLOCITY HOLDING CORP,205.91,54246,11169793.86
14548,12/31/2020,PFIE,PROFIRE ENERGY INC,0.8525,47960,40885.9
14549,12/31/2020,DDIV,FIRST TRUST E T F VI,24.82,1100,27302
14550,12/31/2020,REPH,RECRO PHARMA INC,2.85,26010,74128.5
14551,12/31/2020,PULM,PULMATRIX INC,1.19,34407,40944.33
14554,12/31/2020,TWOU,2 U INC,40.01,72069,2883480.69
14555,12/31/2020,ARAV,ARAVIVE INC,5.64,16087,90730.68
14556,12/31/2020,WATT,ENERGOUS CORP,1.8,44547,80184.6
14558,12/31/2020,ALLY,ALLY FINANCIAL INC,35.66,373857,13331740.62
14559,12/31/2020,CIO,CITY OFFICE REIT INC,9.77,43397,423988.69
14560,12/31/2020,CN,D B X ETF TRUST,45.0658,650,29292.77
14564,12/31/2020,ENBL,ENABLE MIDSTREAM PARTNERS LP,5.26,435475,2290598.5
14565,12/31/2020,FSK,F S K K R CAPITAL CORP,16.56,123756,2049399.36
14566,12/31/2020,FPI,FARMLAND PARTNERS INC,8.7,29312,255014.4
14567,12/31/2020,GRUB,GRUBHUB INC,74.27,92755,6888913.85
14571,12/31/2020,BYLD,ISHARES TRUST,25.85,8100,209385
14572,12/31/2020,LEJU,LEJU HOLDINGS LTD,2.29,10000,22900
14574,12/31/2020,MC,MOELIS & CO,46.76,55461,2593356.36
14579,12/31/2020,PAYC,PAYCOM SOFTWARE INC,452.25,58513,26462504.25
14580,12/31/2020,MGNI,MAGNITE INC,30.71,111959,3438260.89
14589,12/31/2020,ADMS,ADAMAS PHARMACEUTICALS INC,4.33,28521,123495.93
14590,12/31/2020,AGFS,AGROFRESH SOLUTIONS INC,2.27,53055,120434.85
14591,12/31/2020,DARE,DARE BIOSCIENCE INC,1.34,40464,54221.76
14593,12/31/2020,AAPL,APPLE INC,132.69,17001802,2255969107
14596,12/31/2020,FIVN,FIVE 9 INC,174.39999,65982,11507260.14
14599,12/31/2020,HNNA,HENNESSY ADVISORS INC,8.515,7360,62670.4
14601,12/31/2020,NAVI,NAVIENT CORP,9.82,186280,1829269.6
14603,12/31/2020,PAHC,PHIBRO ANIMAL HEALTH CORP,19.42,20288,393992.96
14604,12/31/2020,PFIS,PEOPLES FINANCIAL SERVICES CORP,36.76,7223,265517.48
14607,12/31/2020,FGF,F G FINANCIAL GROUP INC,4.22,4957,20918.54
14608,12/31/2020,SABR,SABRE CORP,12.02,317233,3813140.66
14609,12/31/2020,SPWH,SPORTSMANS WAREHOUSE HLDGS INC,17.55,43614,765425.7
14610,12/31/2020,INPX,INPIXON,1.02,50178,51181.56
14611,12/31/2020,TEDU,TARENA INTERNATIONAL INC,3.04,35938,109251.52
14615,12/31/2020,IMUX,IMMUNIC INC,15.29,20718,316778.22
14616,12/31/2020,WB,WEIBO CORP,40.99,74587,3057321.13
14617,12/31/2020,ARES,ARES MANAGEMENT CORP,47.05,143832,6767295.6
14618,12/31/2020,CMCM,CHEETAH MOBILE INC,1.8,12000,21600
14619,12/31/2020,CVEO,CIVEO CORP NEW,13.9,14215,197588.5
14620,12/31/2020,ASHS,D B X ETF TRUST,35.3,1000,35300
14624,12/31/2020,SPUU,DIREXION SHARES E T F TRUST,74.56,283,21100.48
14625,12/31/2020,HRTG,HERITAGE INSURANCE HOLDINGS INC,10.13,28059,284237.67
14626,12/31/2020,HYGH,ISHARES U S ETF TRUST,86.3492,750,64761.9
14627,12/31/2020,LQDH,ISHARES U S ETF TRUST,95.54,4800,458592
14631,12/31/2020,OUNZ,VAN ECK MERK GOLD TRUST,18.52,23974,443998.48
14632,12/31/2020,DNOW,NOW INC,7.18,109380,785348.4
14633,12/31/2020,PBFX,P B F LOGISTICS LP,9.15,62361,570603.15
14634,12/31/2020,PE,PARSLEY ENERGY INC,14.2,386804,5492616.8
14635,12/31/2020,VRP,INVESCO E T F TRUST II,25.95,58800,1525860
14636,12/31/2020,SDPI,SUPERIOR DRILLING PRODUCTS INC,0.6047,25617,15490.5999
14638,12/31/2020,WPG,WASHINGTON PRIME GROUP INC NEW,6.51,20826,135577.26
14639,12/31/2020,IHDG,WISDOMTREE TRUST,39.32,21750,855210
14640,12/31/2020,EUDG,WISDOMTREE TRUST,30.3721,1350,41002.335
14641,12/31/2020,ZEN,ZENDESK INC,143.12,116677,16698812.24
14642,12/31/2020,LPG,DORIAN L P G LTD,12.19,50882,620251.58
14643,12/31/2020,GLOP,GASLOG PARTNERS LP,2.72,47518,129248.96
14645,12/31/2020,AGRX,AGILE THERAPEUTICS INC,2.87,87435,250938.45
14647,12/31/2020,ALDX,ALDEYRA THERAPEUTICS INC,6.86,38820,266305.2
14650,12/31/2020,BWFG,BANKWELL FINANCIAL GROUP INC,19.55,7897,154386.35
14651,12/31/2020,CTRE,CARETRUST REIT INC,22.18,95736,2123424.48
14652,12/31/2020,FMB,FIRST TR EXCHANGE TRADED FD III,56.73,32750,1857907.5
14653,12/31/2020,FMBH,FIRST MID BANCSHARES INC,33.66,16736,563333.76
14655,12/31/2020,JD,J D COM INC,87.9,871446,76600103.4
14660,12/31/2020,NVCN,NEOVASC INC,0.9516,22647,21550.8852
14661,12/31/2020,OXBR,OXBRIDGE RE HOLDINGS LTD,1.87,5734,10722.58
14662,12/31/2020,QAT,ISHARES TRUST,18.45,5350,98707.5
14663,12/31/2020,QRHC,QUEST RESOURCE HOLDING CORP,2.31,18381,42460.11
14666,12/31/2020,QTNT,QUOTIENT LIMITED,5.21,101022,526324.62
14667,12/31/2020,RESN,RESONANT INC,2.65,54176,143566.4
14668,12/31/2020,SCYX,SCYNEXIS INC,7.65,10940,83691
14670,12/31/2020,SFBS,SERVISFIRST BANCSHARES INC,40.29,53915,2172235.35
14674,12/31/2020,TBPH,THERAVANCE BIOPHARMA INC,17.77,63981,1136942.37
14676,12/31/2020,TOUR,TUNIU CORP,1.76,35611,62675.36
14677,12/31/2020,TRUE,TRUECAR INC,4.2,104094,437194.8
14678,12/31/2020,UAE,ISHARES TRUST,11.8,1150,13570
14682,12/31/2020,RYAM,RAYONIER ADVANCED MATERIALS INC,6.52,63345,413009.4
14684,12/31/2020,TMST,TIMKENSTEEL CORP,4.67,45152,210859.84
14686,12/31/2020,CLNY,COLONY CAPITAL INC,4.81,481628,2316630.68
14687,12/31/2020,AY,ATLANTICA SUSTAINABLE INFRA PLC,37.98,101602,3858843.96
14688,12/31/2020,AMPH,AMPHASTAR PHARMACEUTICALS INC,20.11,47504,955305.44
14689,12/31/2020,AMTX,AEMETIS INC,2.49,21816,54321.84
14690,12/31/2020,ARDX,ARDELYX INC,6.47,90248,583904.56
14691,12/31/2020,CBAY,CYMABAY THERAPEUTICS INC,5.74,68887,395411.38
14693,12/31/2020,CBMG,CELLULAR BIOMEDICINE GROUP INC,18.38,19459,357656.42
14694,12/31/2020,GPRO,GOPRO INC,8.28,121862,1009017.36
14696,12/31/2020,MIK,MICHAELS COMPANIES INC,13.01,147650,1920926.5
14702,12/31/2020,AMAT,APPLIED MATERIALS INC,86.3,913283,78816322.9
14704,12/31/2020,INFO,I H S MARKIT LTD,89.83,396486,35616337.38
14705,12/31/2020,MTLS,MATERIALISE NV,54.21,17769,963257.49
14707,12/31/2020,RDUS,RADIUS HEALTH INC,17.86,46547,831329.42
14708,12/31/2020,MGEN,MIRAGEN THERAPEUTICS INC,16.45,3911,64335.95
14710,12/31/2020,XNET,XUNLEI LTD,2.89,40021,115660.69
14711,12/31/2020,LRMR,LARIMAR THERAPEUTICS INC,21.41,15356,328771.96
14714,12/31/2020,ANET,ARISTA NETWORKS INC,290.57001,75661,21984817.53
14715,12/31/2020,ASPN,ASPEN AEROGELS INC,16.69,26868,448426.92
14716,12/31/2020,CCS,CENTURY COMMUNITIES INC,43.78,33351,1460106.78
14718,12/31/2020,DSE,DUFF & PHELPS SEL M M ENR FD INC,4.84,2623,12695.32
14720,12/31/2020,UAVS,AGEAGLE AERIAL SYSTEMS INC,6,57980,347880
14722,12/31/2020,GGZ,GABELLI GLOBAL SM & MID CP VAL T,13.05,9269,120960.45
14724,12/31/2020,IUSB,ISHARES TRUST,54.58,110400,6025632
14725,12/31/2020,DGRO,ISHARES TRUST,44.82,327650,14685273
14726,12/31/2020,IPAC,ISHARES TRUST,64.42,17200,1108024
14731,12/31/2020,IEUR,ISHARES TRUST,51.28,76100,3902408
14734,12/31/2020,NEP,NEXTERA ENERGY PARTNERS LP,67.05,73001,4894717.05
14738,12/31/2020,ZGBR,SPDR INDEX SHARES FUNDS,45.9235,300,13777.05
14740,12/31/2020,ZDEU,SPDR INDEX SHARES FUNDS,63.334,475,30083.65
14741,12/31/2020,ZJPN,SPDR INDEX SHARES FUNDS,88.55,1100,97405
14742,12/31/2020,ZCAN,SPDR INDEX SHARES FUNDS,63.8795,775,49506.6125
14746,12/31/2020,SMEZ,SPDR INDEX SHARES FUNDS,71.1953,175,12459.1775
14747,12/31/2020,QWLD,SPDR INDEX SHARES FUNDS,92.4792,500,46239.6
14748,12/31/2020,QEMM,SPDR INDEX SHARES FUNDS,65.0958,2200,143210.76
14749,12/31/2020,QEFA,SPDR INDEX SHARES FUNDS,69.87,7450,520531.5
14750,12/31/2020,TMX,TERMINIX GLOBAL HOLDINGS INC,51.01,132107,6738778.07
14751,12/31/2020,VRTV,VERITIV CORP,20.79,15894,330436.26
14752,12/31/2020,TPL,TEXAS PACIFIC LAND TRUST,727,7756,5638612
14755,12/31/2020,TSE,TRINSEO S A,51.21,38310,1961855.1
14759,12/31/2020,WMS,ADVANCED DRAINAGE SYSTEMS INC,83.58,70477,5890467.66
14761,12/31/2020,TREC,TRECORA RESOURCES,6.99,24817,173470.83
14763,12/31/2020,CTLT,CATALENT INC,104.07,164698,17140120.86
14769,12/31/2020,HEZU,ISHARES TRUST,31.19,15950,497480.5
14770,12/31/2020,REET,ISHARES TRUST,23.93,102600,2455218
14771,12/31/2020,CNXT,VANECK VECTORS E T F TRUST,48.5573,1000,48557.3
14773,12/31/2020,PARR,PAR PACIFIC HOLDINGS INC,13.98,53978,754612.44
14776,12/31/2020,SYF,SYNCHRONY FINANCIAL,34.71,583800,20263698
14777,12/31/2020,THQ,TEKLA HEALTHCARE OPPS FD,20.38,41340,842509.2
14778,12/31/2020,TSQ,TOWNSQUARE MEDIA INC,6.66,14330,95437.8
14781,12/31/2020,TPCO,TRIBUNE PUBLISHING CO,13.7,36533,500502.1
14782,12/31/2020,TRUP,TRUPANION INC,119.71,38124,4563824.04
14783,12/31/2020,WLKP,WESTLAKE CHEMICAL PARTNERS LP,23.84,35195,839048.8
14785,12/31/2020,GLOB,GLOBANT S A,217.61,39560,8608651.6
14786,12/31/2020,OEC,ORION ENGINEERED CARBONS SA,17.14,60487,1036747.18
14790,12/31/2020,ADVM,ADVERUM BIOTECHNOLOGIES INC,10.84,97478,1056661.52
14791,12/31/2020,ANY,SPHERE 3D CORP NEW,1.43,7867,11249.81
14794,12/31/2020,CDC,VICTORY PORTFOLIOS II,53.82,12000,645840
14795,12/31/2020,TKR,TIMKEN COMPANY,77.36,75356,5829540.16
14797,12/31/2020,CDNA,CAREDX INC,72.45,49257,3568669.65
14798,12/31/2020,CFA,VICTORY PORTFOLIOS II,62.2899,10950,682074.405
14800,12/31/2020,CFO,VICTORY PORTFOLIOS II,62.38,12100,754798
14803,12/31/2020,HQY,HEALTHEQUITY INC,69.71,76991,5367042.61
14804,12/31/2020,IFV,FIRST TRUST E T F VI,22.22,11950,265529
14807,12/31/2020,IRMD,IRADIMED CORP,22.8,12270,279756
14810,12/31/2020,ISTR,INVESTAR HOLDING CORP,16.54,10622,175687.88
14811,12/31/2020,FWONK,LIBERTY MEDIA CORP 3RD NEW,42.6,203498,8669014.8
14812,12/31/2020,LOCO,EL POLLO LOCO HOLDINGS INC,18.1,36447,659690.7
14813,12/31/2020,MARA,MARATHON PATENT GROUP INC,10.44,52644,549603.36
14815,12/31/2020,MRNS,MARINUS PHARMACEUTICALS INC,12.2,30594,373246.8
14816,12/31/2020,TR,TOOTSIE ROLL INDS INC,29.7,39336,1168279.2
14818,12/31/2020,MTBC,M T B C INC,9.07,13187,119606.09
14820,12/31/2020,MDVL,MEDAVAIL HOLDINGS INC,15.05,31689,476919.45
14822,12/31/2020,NERV,MINERVA NEUROSCIENCES INC,2.34,42674,99857.16
14823,12/31/2020,OCUL,OCULAR THERAPEUTIX INC,20.7,71391,1477793.7
14826,12/31/2020,ENLV,ENLIVEX THERAPEUTICS LTD,8.43,14393,121332.99
14828,12/31/2020,SAGE,SAGE THERAPEUTICS INC,86.51,52045,4502412.95
14830,12/31/2020,SPKE,SPARK ENERCY INC,9.57,14627,139980.39
14836,12/31/2020,XENT,INTERSECT E N T INC,22.9,32719,749265.1
14843,12/31/2020,WBIE,ABSOLUTE SHARES TRUST,28.29,1346,38078.34
14844,12/31/2020,WBIF,ABSOLUTE SHARES TRUST,27.0335,1338,36170.823
14845,12/31/2020,WBIG,ABSOLUTE SHARES TRUST,23.52,2180,51273.6
14846,12/31/2020,WBIL,ABSOLUTE SHARES TRUST,26.63,1677,44658.51
14847,12/31/2020,WBII,ABSOLUTE SHARES TRUST,24.9405,2400,59857.2
14852,12/31/2020,ICD,INDEPENDENCE CONTRACT DRILLING,2.94,6176,18157.44
14854,12/31/2020,EFAD,PROSHARES TRUST,43.5484,3010,131080.684
14855,12/31/2020,RYI,RYERSON HOLDING CORP,13.64,38117,519915.88
14857,12/31/2020,HMLP,HOEGH L N G PARTNERS LP,14.3,33286,475989.8
14862,12/31/2020,CLRB,CELLECTAR BIOSCIENCES INC,2.08,26814,55773.12
14863,12/31/2020,CSF,VICTORY PORTFOLIOS II,50.3017,950,47786.615
14865,12/31/2020,EARS,AURIS MEDICAL HOLDING LTD,2.62,9416,24669.92
14866,12/31/2020,FDIV,FIRST TRUST E T F IV,47.85,1600,76560
14869,12/31/2020,FTSM,FIRST TRUST E T F IV,60.04,85400,5127416
14872,12/31/2020,LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC,4.34,72168,313209.12
14873,12/31/2020,LTRPB,LIBERTY TRIPADVISOR HOLDINGS INC,29.43,2953,86906.79
14874,12/31/2020,OTIC,OTONOMY INC,6.47,48228,312035.16
14877,12/31/2020,LMB,LIMBACH HOLDINGS INC,12.33,7926,97727.58
14879,12/31/2020,TTOO,T2 BIOSYSTEMS INC,1.24,147956,183465.44
14882,12/31/2020,CZR,CAESARS ENTERTAINMENT INC DE,74.27,208277,15468732.79
14884,12/31/2020,VEC,VECTRUS INC,49.72,11625,577995
14886,12/31/2020,ARKQ,ARK E T F TRUST,76.29,22300,1701267
14887,12/31/2020,ARKW,ARK E T F TRUST,146.36,36000,5268960
14888,12/31/2020,BABA,ALIBABA GROUP HOLDING LTD,232.73,1135511,264267475
14889,12/31/2020,CFG,CITIZENS FINANCIAL GROUP INC,35.76,427073,15272130.48
14900,12/31/2020,DEEP,E T F SERIES SOLUTIONS,27.79,1100,30569
14901,12/31/2020,FTLS,FIRST TR EXCHANGE TRADED FD III,43.605,7150,311775.75
14902,12/31/2020,GER,GOLDMAN SACHS MLP & ENERGY REN F,7.62,17222,131231.64
14906,12/31/2020,HEEM,ISHARES INC,30.73,6250,192062.5
14907,12/31/2020,EWU,ISHARES TRUST,29.29,97200,2846988
14908,12/31/2020,MDLY,MEDLEY MANAGEMENT INC,7.99,670,5353.3
14919,12/31/2020,ICL,I C L GROUP LTD,5.05,1280551,6466782.55
14923,12/31/2020,AFMD,AFFIMED N V,5.82,88326,514057.32
14924,12/31/2020,AUPH,AURINIA PHARMACEUTICALS INC,13.83,126568,1750435.44
14925,12/31/2020,BCLI,BRAINSTORM CELL THERAPEUTICS INC,4.525,34491,156071.775
14926,12/31/2020,CDK,C D K GLOBAL INC,51.83,121692,6307296.36
14927,12/31/2020,CFRX,CONTRAFECT CORP,5.05,27810,140440.5
14928,12/31/2020,CYBR,CYBERARK SOFTWARE LTD,161.59,38124,6160457.16
14930,12/31/2020,GWGH,G W G HOLDINGS INC,6.99,33095,231334.05
14932,12/31/2020,MBCN,MIDDLEFIELD BANC CORP,22.5,6379,143527.5
14933,12/31/2020,MBSD,FLEXSHARES TRUST,24.06,4200,101052
14934,12/31/2020,NXTD,NXT ID INC,1.6,35010,56016
14935,12/31/2020,PRQR,PROQR THERAPEUTICS N V,4.2,50143,210600.6
14936,12/31/2020,RWLK,REWALK ROBOTICS LTD,1.32,19177,25313.64
14937,12/31/2020,NVUS,NOVUS THERAPEUTICS INC,15.4,1431,22037.4
14939,12/31/2020,KEYS,KEYSIGHT TECHNOLOGIES INC,132.09,186094,24581156.46
14941,12/31/2020,AVNS,AVANOS MEDICAL INC,45.88,47833,2194578.04
14942,12/31/2020,KE,KIMBALL ELECTRONICS INC,15.99,25143,402036.57
14943,12/31/2020,CBFV,C B FINANCIAL SERVICES INC,20.01,5398,108013.98
14944,12/31/2020,LBRDA,LIBERTY BROADBAND CORP,157.58,26495,4175082.1
14948,12/31/2020,ARKK,ARK E T F TRUST,124.49,142100,17690029
14949,12/31/2020,ARKG,ARK E T F TRUST,93.26,82255,7671101.3
14951,12/31/2020,BGSF,B G STAFFING INC,13.49,10317,139176.33
14952,12/31/2020,BST,BLACKROCK SCIENCE & TECHNOL TR,53.3,23961,1277121.3
14953,12/31/2020,BOOT,BOOT BARN HOLDINGS INC,43.36,28867,1251673.12
14958,12/31/2020,AMZA,ETFIS SERIES TRUST I,18.98,7740,146905.2
14959,12/31/2020,ECC,EAGLE POINT CREDIT CO INC,10.09,29856,301247.04
14960,12/31/2020,ENVA,ENOVA INTERNATIONAL INC,24.77,35666,883446.82
14962,12/31/2020,FCOR,FIDELITY MERRIMACK STREET TRUST,57.24,4550,260442
14965,12/31/2020,FLTB,FIDELITY MERRIMACK STREET TRUST,52.88,4200,222096
14966,12/31/2020,FBND,FIDELITY MERRIMACK STREET TRUST,54.25,30652,1662871
14969,12/31/2020,GWB,GREAT WESTERN BANCORP INC,20.9,55105,1151694.5
14970,12/31/2020,HUBS,HUBSPOT INC,396.44,45888,18191838.72
14973,12/31/2020,KIQ,KELSO TECHNOLOGIES INC,0.545,47170,25707.65
14974,12/31/2020,SNR,NEW SENIOR INVESTMENT GROUP INC,5.18,83024,430064.32
14975,12/31/2020,NMS,NUVEEN MN QUALITY MUNI INCOME FD,14.83,5782,85747.06
14977,12/31/2020,ALTS,PROSHARES TRUST,36.6925,200,7338.5
14979,12/31/2020,IPOS,RENAISSANCE CAPITAL GREENWICH FD,36.57,950,34741.5
14980,12/31/2020,SHLX,SHELL MIDSTREAM PARTNERS LP,10.08,393290,3964363.2
14981,12/31/2020,USDP,U S D PARTNERS LP,3.41,26844,91538.04
14983,12/31/2020,W,WAYFAIR INC,225.81,72812,16441677.72
14985,12/31/2020,BSIG,BRIGHTSPHERE INVESTMENT GRP INC,19.28,79885,1540182.8
14986,12/31/2020,ATTO,ATENTO S A,13.6,15000,204000
14987,12/31/2020,FCAU,FIAT CHRYSLER AUTOMOBILES NV,18.09,1574714,28486576.26
14988,12/31/2020,LBRDK,LIBERTY BROADBAND CORP,158.37,149549,23684075.13
14991,12/31/2020,ATRA,ATARA BIOTHERAPEUTICS INC,19.63,77714,1525525.82
14995,12/31/2020,CALA,CALITHERA BIOSCIENCES INC,4.91,70559,346444.69
14996,12/31/2020,CIZ,VICTORY PORTFOLIOS II,31.37,1350,42349.5
14997,12/31/2020,COMT,ISHARES U S ETF TRUST,26.67,8100,216027
15002,12/31/2020,DBVT,D B V TECHNOLOGIES S A,2.62,45112,118193.44
15004,12/31/2020,DWAT,ARROW INVESTMENTS TRUST,-12.2,300,-3660
15007,12/31/2020,FEUZ,FIRST TR EXCH TRD ALPHADEX FD II,-41.625,650,-27056.25
15009,12/31/2020,FWP,FORWARD PHARMA A S,7.0301,1654,11627.7854
15014,12/31/2020,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,30.02,47642,1430212.84
15015,12/31/2020,TARA,PROTARA THERAPEUTICS INC,24.21,11212,271442.52
15016,12/31/2020,SIEN,SIENTRA INC,3.89,50454,196266.06
15020,12/31/2020,VBLT,VASCULAR BIOGENICS LTD NEW,1.89,47897,90525.33
15021,12/31/2020,VBND,E T F SERIES SOLUTIONS,51.9199,7600,394591.24
15022,12/31/2020,VBTX,VERITEX HOLDINGS INC,25.66,49661,1274301.26
15028,12/31/2020,AINC,ASHFORD INC,8.58,2554,21913.32
15032,12/31/2020,GMOM,CAMBRIA E T F TRUST,25.915,2300,59604.5
15036,12/31/2020,EMQQ,EXCHANGE TRADED CONCEPTS TR,63.58,22500,1430550
15037,12/31/2020,HACK,E T F MANAGERS TRUST,57.56,35100,2020356
15039,12/31/2020,JPIN,J P MORGAN E T F TRUST,58.21,16300,948823
15040,12/31/2020,CBON,VANECK VECTORS E T F TRUST,24.03,2100,50463
15041,12/31/2020,HIE,MILLER HOWARD HIGH INC EQUITY FD,7.75,18691,144855.25
15046,12/31/2020,NVRO,NEVRO CORP,173.10001,34429,5959660.244
15047,12/31/2020,JGH,NUVEEN GLOBAL HIGH INCOME FUND,15.55,23177,360402.35
15048,12/31/2020,PGRE,PARAMOUNT GROUP INC,9.04,220162,1990264.48
15049,12/31/2020,LOWC,SPDR INDEX SHARES FUNDS,114.1024,700,79871.68
15052,12/31/2020,STOR,STORE CAPITAL CORP,33.98,262594,8922944.12
15053,12/31/2020,AXTA,AXALTA COATING SYSTEMS LTD,28.55,235477,6722868.35
15054,12/31/2020,UBS,U B S GROUP A G,14.13,3587944,50697648.72
15056,12/31/2020,ADMA,ADMA BIOLOGICS INC,1.95,89616,174751.2
15057,12/31/2020,APDN,APPLIED DNA SCIENCES INC,5.1,5661,28871.1
15058,12/31/2020,SLNO,SOLENO THERAPEUTICS INC,1.93,79616,153658.88
15059,12/31/2020,CHRS,COHERUS BIOSCIENCES INC,17.38,72048,1252194.24
15062,12/31/2020,EYES,SECOND SIGHT MEDICAL PRODUCTS IN,1.87,23118,43230.66
15063,12/31/2020,FEMB,FIRST TR EXCHANGE TRADED FD III,38.06,6100,232166
15064,12/31/2020,FFWM,FIRST FOUNDATION INC,20,44626,892520
15065,12/31/2020,FGEN,FIBROGEN INC,37.09,91011,3375597.99
15066,12/31/2020,FPXI,FIRST TRUST E T F II,68.8,10150,698320
15067,12/31/2020,FRPT,FRESHPET INC,141.99001,40640,5770474.006
15069,12/31/2020,MRO,MARATHON OIL CORP,6.67,789392,5265244.64
15070,12/31/2020,AROW,ARROW FINANCIAL CORP,29.91,15491,463335.81
15071,12/31/2020,SYNH,SYNEOS HEALTH INC,68.13,103997,7085315.61
15072,12/31/2020,JYNT,JOINT CORP,26.26,14041,368716.66
15073,12/31/2020,LMBS,FIRST TRUST E T F IV,51.47,127600,6567572
15075,12/31/2020,EVFM,EVOFEM BIOSCIENCES INC,2.41,81280,195884.8
15076,12/31/2020,PDBC,INVESCO ACT MANAGED E T COMM FD,15.26,180104,2748387.04
15079,12/31/2020,PRAH,PRA HEALTH SCIENCES INC,125.44,64150,8046976
15081,12/31/2020,SKOR,FLEXSHARES TRUST,54.87,4900,268863
15084,12/31/2020,TBK,TRIUMPH BANCORP INC,48.55,24852,1206564.6
15087,12/31/2020,UPLD,UPLAND SOFTWARE INC,45.89,29464,1352102.96
15089,12/31/2020,XENE,XENON PHARMACEUTICALS INC,15.38,35007,538407.66
15092,12/31/2020,LC,LENDINGCLUB CORP,10.56,78233,826140.48
15098,12/31/2020,SBIO,ALPS E T F TRUST,51.23,5000,256150
15100,12/31/2020,GAA,CAMBRIA E T F TRUST,29.2148,1650,48204.42
15101,12/31/2020,DBEZ,D B X ETF TRUST,32.78,500,16390
15102,12/31/2020,CRBN,ISHARES TRUST,148.78999,4150,617478.4585
15104,12/31/2020,KCNY,KRANESHARES TRUST,34.91,400,13964
15108,12/31/2020,NEWR,NEW RELIC INC,65.4,62596,4093778.4
15109,12/31/2020,DIAX,NUVEEN DOW 30 DYNAMIC OVERWR FD,15.2,36367,552778.4
15111,12/31/2020,EQAL,INVESCO E T F TRUST II,38.99,14200,553658
15113,12/31/2020,QSR,RESTAURANT BRANDS INTL INC,61.11,303903,18571512.33
15118,12/31/2020,XSOE,WISDOMTREE TRUST,39.67,86100,3415587
15119,12/31/2020,WK,WORKIVA INC,91.62,39897,3655363.14
15121,12/31/2020,BBC,ETFIS SERIES TRUST I,49.59,950,47110.5
15124,12/31/2020,BBP,ETFIS SERIES TRUST I,53.21,550,29265.5
15125,12/31/2020,BLCM,BELLICUM PHARMACEUTICALS INC,3.53,5060,17861.8
15127,12/31/2020,CTSO,CYTOSORBENTS CORP,7.97,43176,344112.72
15129,12/31/2020,INSE,INSPIRED ENTERTAINMENT INC,6.58,23029,151530.82
15132,12/31/2020,OCGN,OCUGEN INC,1.83,162026,296507.58
15133,12/31/2020,JRVR,JAMES RIVER GROUP HLDS LTD,49.15,30610,1504481.5
15135,12/31/2020,MOMO,MOMO INC,13.96,162699,2271278.04
15136,12/31/2020,QQQX,NUVEEN NASDAQ 100 DYN OVERWR FD,26.01,39569,1029189.69
15137,12/31/2020,TRIL,TRILLIUM THERAPEUTICS INC,14.71,94580,1391271.8
15139,12/31/2020,VNOM,VIPER ENERGY PARTNERS LP,11.62,67862,788556.44
15140,12/31/2020,LMRK,LANDMARK INFRA PARTNERS LP,10.72,25478,273124.16
