,transaction_date,owner,asset_description,type_detailed,amount,senator,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,Senator,Party,Born,Occupation(s),Assumed office,age,in_office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
149,2020-06-05,Spouse,The Boeing Company,Purchase,"$1,001 - $15,000",Pat Roberts,BA,,Purchase,1,120843291800.0,0.1220367581189094,0.0120415913936748,787.1418846009532,-0.07749598780587,-0.0477843910167098,-237.70763011167617,-0.1233996555225456,-0.0075111226607971,-927.1662071604188,0.11464997287032,0.0262117049817662,707.5503622423747,0.408501720363269,0.0491474258534774,2543.5615929344303,0.638197687400319,0.1134728284363624,3956.48903585422,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
150,2020-06-30,Spouse,The Boeing Company,Purchase,"$1,001 - $15,000",Pat Roberts,BA,,Purchase,1,120843291800.0,-0.0162574468085107,0.0050221108347929,-170.24710092525044,-0.0175668303327877,0.0224656403110676,-320.27978138616515,-0.138025095471904,0.0551012969754443,-1545.10770277501,-0.0575351402367659,0.0154098596900342,-583.596471914365,-0.0243772620821801,-0.0099000731327982,-115.8247501895291,0.2567705686136052,0.0183884032835026,1907.1765137234859,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
151,2020-07-02,Spouse,The Boeing Company,Purchase,"$1,001 - $15,000",Pat Roberts,BA,,Purchase,1,120843291800.0,0.0392677396161715,0.0158817383970018,187.0997027539672,-0.0131076820972291,0.0175814134779122,-245.52810914891796,-0.087052651955091,0.0563895961993732,-1147.6097063597908,0.0027173356966874,0.0045412823425956,-14.592485140588554,0.0339089661482159,0.0149979246115132,151.29778781438915,0.1793751223012198,0.0159665283917918,1307.3504555723787,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
152,2020-07-27,Spouse,The Boeing Company,Purchase,"$1,001 - $15,000",Pat Roberts,BA,,Purchase,1,120843291800.0,0.0037012511778831,-0.0064734010205561,81.40230491361282,-0.0466483140445147,0.0170401400254984,-509.5394767871406,0.0099287932595737,0.0738776505598242,-511.62283283065335,-0.0204303648958541,0.0073951294147647,-222.6178672321057,-0.0241370829033366,-0.0038224512891165,-162.52721022956712,-0.0366743448978437,0.0619867358613659,-789.3379766140564,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
153,2020-08-05,Spouse,The Boeing Company,Purchase,"$15,001 - $50,000",Pat Roberts,BA,,Purchase,2,120843291800.0,-0.0119348175350012,0.0064277278778279,-596.7919071896554,0.0066559559329812,0.0158003708188967,-297.19805599969345,-0.0185333945375257,0.0298067474615133,-1571.07878503977,0.0557944474589904,0.0064297401187354,1604.3776709119575,0.0498163393660828,0.0212770528228232,927.5410822992087,-0.0725347240700335,0.0465607034581661,-3870.660942380251,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
154,2020-09-04,Spouse,The Boeing Company,Sale (Full),"$15,001 - $50,000",Pat Roberts,BA,,Sale,2,120843291800.0,0.0582870505700087,0.027756378831384,992.2620968411688,0.0333235311312483,0.0126701216238298,671.2461356958518,0.0376498099970769,0.0021914466465906,1152.4145380724767,-0.0135095099840019,0.0081329991374967,-703.3923677032652,0.0270193401592718,0.0231042670915988,127.24183223590633,0.0185333945375256,-0.0298067474615133,1571.0787850397671,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
155,2020-11-09,Spouse,The Boeing Company,Sale (Full),"$15,001 - $50,000",Pat Roberts,BA,,Sale,2,120843291800.0,-0.0520182872435324,0.0013998028446696,-1736.1146369116093,-0.1284566793041925,-0.0215209125475284,-3475.465887474961,-0.3070360727029437,-0.0331220954795099,-8902.34121675021,-0.1370609143488708,-0.0116998723443055,-4074.296545669371,-0.2069985728803114,-0.0725808400599352,-4368.643525528634,-0.0676190476190476,-0.0300769112488867,-1220.1382030984144,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
156,2020-11-16,Spouse,The Boeing Company,Purchase,"$15,001 - $50,000",Pat Roberts,BA,,Purchase,2,120843291800.0,0.0377964939622774,-0.004791957892531,1384.1459795072037,0.0451087472879816,-0.0135983523164345,1908.0100906933287,0.0930831073657663,0.0263502540730264,2168.85109844069,0.0817165838276949,0.0116480481988199,2277.2624422062518,0.1284566793041925,0.0215209125475284,3475.465887474961,0.2323427768909658,0.0412161890599251,6211.709667802736,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
157,2020-01-14,Spouse,Alibaba Group Holding Limited,Purchase,"$15,001 - $50,000",Pat Roberts,BABA,,Purchase,2,264267475000.0,-0.0063137884094756,0.0018701551863302,-265.9822588354864,-0.01819069194266,0.011757001659991,-973.3150159329621,-0.0302883557645655,0.0295478427729465,-1944.706370568412,-0.0173116539396042,-0.0015145386587513,-513.4141451853565,0.0407113449432523,0.0142006314137614,861.6114450652158,0.1067729182955434,0.0450466795898942,2006.1336210529485,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
158,2020-07-02,Spouse,Alibaba Group Holding Limited,Sale (Full),"$15,001 - $50,000",Pat Roberts,BABA,,Sale,2,264267475000.0,-0.0733452113888546,-0.0158817383970018,-1867.591603971712,-0.1673076848252377,-0.0175814134779122,-4866.178681923752,-0.1726296881650408,-0.0563895961993732,-3777.86110893018,-0.0354249131743458,-0.0045412823425956,-1003.7334438472942,-0.0064818599207778,-0.0149979246115132,276.77636048124583,-0.0432511081043249,-0.0159665283917918,-886.762482947182,,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
159,2020-01-24,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,262205444900.0,0.0205724508050089,0.015730684849202,38.7365485294323,0.0211687537268933,0.0212261073534275,-0.4588576890872762,0.0867620751341681,0.054341262399597,259.3827122829353,0.0169988276670574,0.0090421405245465,63.65747548365766,0.0339861751152074,0.0064338928066425,220.43203460967268,0.0406178489702517,-0.0230502728779777,509.37680884676007,0.924,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
160,2020-01-30,Joint,Bank of America Corporation,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",BAC,,Sale,2,262205444900.0,0.0194145758661887,0.0177058526156788,55.53436000319701,-0.0355436081242535,-0.0189179147658407,-540.3433469950919,0.1711469534050178,0.0853590201177953,2788.1507258013717,-0.0142381096637382,-0.0031343557157694,-360.87755518596,0.018757327080891,0.0125934434708349,200.32929926862826,0.0528995756718529,-0.0134690526601686,2157.013605104868,0.924,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
161,2020-01-30,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,262205444900.0,0.0194145758661887,0.0177058526156788,13.670640365704456,-0.0355436081242535,-0.0189179147658407,-133.0138597139808,0.1711469534050178,0.0853590201177953,686.3463602644227,-0.0142381096637382,-0.0031343557157694,-88.83558346072438,0.018757327080891,0.0125934434708349,49.31415082225382,0.0528995756718529,-0.0134690526601686,530.9822109703389,0.924,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
162,2020-03-02,Joint,Bank of America Corporation,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",BAC,,Sale,2,262205444900.0,0.0551583248212461,0.0281079401856819,879.1510258481511,0.2533197139938713,0.1112117868249289,4618.578686954209,0.3268641470888662,0.2005449432566508,4105.437284148917,-0.0305263157894737,-0.0460392252438885,504.17731372320816,0.1026581118240146,0.0420535108140699,1969.6798351237046,0.1102696152681005,0.055957108816521,1765.1836159295563,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
163,2020-03-04,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,262205444900.0,0.0567101091933779,0.0339220221588948,182.31609031938123,0.2014793941528706,0.1241933216617893,618.3272229648959,0.294469883761888,0.2049346350938621,716.3267569685404,-0.023063063063063,-0.0422025924211801,153.12580462961586,0.0731309174012404,-0.0044057386912421,620.332017067907,0.1352421565641182,0.0295766264044248,845.3770740426262,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
164,2020-03-06,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,262205444900.0,0.147024504084014,0.0759696807597977,568.4741140053925,0.0602878257487359,0.0879264694503039,-221.12296893439398,0.1388564760793466,0.1052897183055945,268.5508455689029,0.0399551904406272,0.0170539097997977,183.22169576695643,0.0978947368421052,-0.0061437536811748,832.3599434315016,0.2352766210588934,0.0986235402217984,1093.2929732371783,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
165,2020-03-18,Joint,Bank of America Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr",BAC,,Purchase,1,262205444900.0,0.0197210197210198,0.0047078937492182,120.1125143373987,0.0149110149110149,0.032300571285601,-139.1251457748753,0.0822510822510822,0.1772486551853551,-760.0280822606503,-0.0541401273885351,-0.0518308233070666,-18.475587303787936,-0.0829289810322012,-0.1252216037178355,338.3621277964164,-0.4034433285509325,-0.2905365426488687,-903.3107406094614,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
166,2020-03-23,Joint,Bank of America Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr",BAC,,Purchase,1,262205444900.0,0.1631637168141595,0.0938276571019933,554.7231457271848,0.2190265486725664,0.1739742558326629,360.440868865648,0.2096238938053098,0.2504692947170823,-326.7836299946351,-0.0808337569903407,-0.0292938583551707,-412.3449590306776,-0.1154598825831704,-0.0623310548880403,-425.05718597488755,-0.4812051649928264,-0.336718812532795,-1155.9630628564812,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
167,2020-03-23,Joint,Bank of America Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr",BAC,,Purchase,1,262205444900.0,0.1631637168141595,0.0938276571019933,554.7231457271848,0.2190265486725664,0.1739742558326629,360.440868865648,0.2096238938053098,0.2504692947170823,-326.7836299946351,-0.0808337569903407,-0.0292938583551707,-412.3449590306776,-0.1154598825831704,-0.0623310548880403,-425.05718597488755,-0.4812051649928264,-0.336718812532795,-1155.9630628564812,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
168,2020-04-07,Joint,Bank of America Corporation,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,BAC,,Sale,4,262205444900.0,-0.0591689250225835,-0.0340564260493869,-3139.074927899049,-0.0022583559168924,-0.0466080822438059,5543.737965727339,-0.0645889792231255,-0.1016729274538339,4635.512070812652,-0.0350631136044881,0.0016030454108602,-4583.288209998045,-0.0428638718794158,-0.0289484986013253,-1739.4286174479516,0.1388564760793466,0.1052897183055945,4195.861505097887,0.776,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
169,2020-04-14,Joint,Bank of America Corporation,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",BAC,,Sale,3,262205444900.0,0.0648967551622418,0.0220304561393644,3214.993859865309,0.0880741677201853,0.0384742415831008,3720.019260244406,0.0851243152128107,-0.002262777313198,6554.075632996915,0.0079431438127091,-0.0305725241976657,2888.694358612115,-0.1093969144460027,-0.0684691854877463,-3069.6001357337013,-0.1569965870307166,-0.1473087590299278,-726.5919439731604,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
170,2020-04-14,Joint,Bank of America Corporation,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",BAC,,Sale,2,262205444900.0,0.0648967551622418,0.0220304561393644,1393.1761513930237,0.0880741677201853,0.0384742415831008,1612.0223994183148,0.0851243152128107,-0.002262777313198,2840.1242006415455,0.0079431438127091,-0.0305725241976657,1251.7784681711862,-0.1093969144460027,-0.0684691854877463,-1330.1716550078088,-0.1569965870307166,-0.1473087590299278,-314.8592539396364,0.776,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
171,2020-08-21,Self,Bank of America Corporation,Purchase,"$1,001 - $15,000",Jerry Moran,BAC,,Purchase,1,262205444900.0,0.0284227381905524,0.0100436835474337,147.04162667227035,0.0528422738190552,0.0326301969880724,161.7067206862779,-0.0688550840672537,-0.0471688115955679,-173.50102290972146,-0.004780876494024,0.0034411358997608,-65.78021015647529,-0.056290139780884,0.0072075544420888,-508.01330263089466,0.0275606746194982,0.0369777962283501,-75.34168143161882,1.177,Jerry Moran,Republican,1954-05-29,Banker; Lawyer,2011-01-03,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
172,2020-04-14,Joint,Booz Allen Hamilton Holding Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BAH,,Sale,2,12022122000.0,0.013841286580543,0.0220304561393644,-266.15210524647495,0.0312417611389401,0.0384742415831008,-235.0592306754416,0.0783021355127866,-0.002262777313198,2618.399949300913,-0.0524417314095448,-0.0305725241976657,-710.7601689896767,-0.0259670002704894,-0.0684691854877463,1381.3422706534577,-0.1426419641512275,-0.1473087590299278,151.67316695519585,0.092,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
173,2020-11-20,Spouse,Booz Allen Hamilton Holding Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,BAH,,Purchase,1,12022122000.0,0.007684367473334,0.0056359169538502,16.38862838112934,-0.0045876820736322,0.0180152577342771,-180.83481993317835,0.0034407615552241,0.0372364049314977,-270.38204483187695,-0.0108905275099263,-0.0067925413261786,-32.785938463072675,-0.0044530714775062,-0.0077012119437123,25.986747799881105,0.1074558618061729,0.0355051287126406,575.6418401148044,0.085,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
174,2020-01-27,Self,Brookfield Asset Management Inc.,Sale (Partial),"$50,001 - $100,000",James M Inhofe,BAM,,Sale,3,62299169770.0,-0.0123116798963227,-0.0100535511140296,-169.36078773637365,-0.0032399157621902,-0.0016308888498379,-120.67782293987868,0.0147416167179652,0.0816585122224174,-5018.800621281668,0.010261343594677,0.0157306848492019,-410.2033287599948,0.0086719126385099,0.0258257699076771,-1286.5478721161671,-0.0722598575647037,-0.0060855890645499,-4963.103224645785,,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
175,2020-02-20,Self,Brookfield Asset Management Inc.,Sale (Partial),"$50,001 - $100,000",James M Inhofe,BAM,,Sale,3,62299169770.0,0.0030751208083176,0.0105181087562958,-558.227817592339,0.1093864401815786,0.1169413292304407,-566.6204561091819,0.5155952555278958,0.336718812532795,13415.822662854049,-0.0055956412899427,0.0038155427255142,-705.8435067512752,-0.0572844093512927,0.001840536181923,-4434.400477463944,-0.0966757668219047,-0.0130975907160577,-6268.4049970265705,,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
176,2020-03-20,Self,Brookfield Asset Management Inc.,Sale (Partial),"$1,001 - $15,000",James M Inhofe,BAM,,Sale,1,62299169770.0,0.1441138421733505,0.0292938583551706,787.1418846009532,-0.09366106080207,-0.1026282907866649,71.7423234917507,0.1720569210866752,-0.2144933446713985,3092.595401197469,0.1028319405756731,0.0433595225347492,475.8090805364109,0.2732230161714931,0.1497960177350222,987.4777009909847,0.430864379325578,0.3193095403334169,892.494489356784,,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
177,2020-06-29,Self,Brookfield Asset Management Inc.,Sale (Partial),"$1,001 - $15,000",James M Inhofe,BAM,,Sale,1,62299169770.0,-0.0082745939319643,-0.0154098596900342,57.085693697437435,0.0119521912350597,-0.030158127104322,336.9036018742241,-0.0278884462151394,-0.0632049887987842,282.5499989404502,-0.0036911719470933,-0.0146856981439322,87.96170683780963,0.0509016870273415,0.0207257542032036,241.42255055951446,-0.0273929471032745,-0.00775976737201,-157.07525443998165,,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
178,2020-04-14,Joint,Baxter International Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BAX,,Sale,2,40988036320.0,0.0154107648725212,0.0220304561393644,-215.14327601803743,-0.0209631728045325,0.0384742415831008,-1931.7456863052762,0.015070821529745,-0.002262777313198,563.3506291950689,-0.0261627906976744,-0.0305725241976657,143.318543616464,-0.0390910161309312,-0.0684691854877463,954.8051931811692,-0.1693388101232278,-0.1473087590299278,-715.9876755577967,0.191,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
179,2020-08-18,Spouse,"Best Buy Co., Inc.",Purchase,"$1,001 - $15,000",Pat Roberts,BBY,,Purchase,1,25840121550.0,0.013029315960912,-0.0044044156257928,139.47856955943257,0.0191820484980094,0.0158830366572459,26.393744232027583,-0.0446977922547955,-0.0207417590522099,-191.66024363728528,-0.0024370430544273,0.0023033775972136,-37.92573542345382,0.0614675374567805,0.0168251997036317,357.16102319406696,0.2564802182810368,0.0511825796268214,1642.4837580530495,0.173,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
180,2020-10-13,Spouse,"Best Buy Co., Inc.",Sale (Full),"$1,001 - $15,000",Pat Roberts,BBY,,Sale,1,25840121550.0,-0.0019456898739531,0.0066231388438835,-68.55491415705252,-0.0226715167921496,0.0195932151267251,-338.13898771695784,0.0356145842145334,-0.0071413724077644,342.06903095669435,0.0010141130736077,0.0063069078891522,-42.34500492176297,-0.0512227656736326,-0.0449218226989391,-50.41069426903455,-0.1036317804126598,-0.0511707677710366,-419.7143316393056,0.147,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
181,2020-06-02,Spouse,"Berry Global Group, Inc.",Purchase,"$50,001 - $100,000",Ron L Wyden,BERY,,Purchase,3,7501365000.0,0.0151481398975272,0.0136489635876162,112.43897283147994,0.0536867899309423,0.0410150544335596,950.3864981714437,0.0031187346847849,0.0159665283917918,-963.5909519223635,-0.0157860118395088,0.0082108039650101,-1799.7731837468273,0.0367205542725175,0.0297649886187776,521.6709018133118,0.1281729077657702,0.0578176986227996,5276.675863327366,0.506,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
182,2020-01-13,Self,Bright Horizons Family Solutions Inc.,Sale (Full),"$50,001 - $100,000",James M Inhofe,BFAM,,Sale,3,10476966970.0,0.0120452461021094,0.0015145386587512,789.8083236055792,0.0065423417915011,-0.0099326973081963,1235.636169996855,-0.0623051666157139,-0.0260969000617372,-2715.638095681522,-0.0075775623720084,-0.0069762812562206,-45.09638432464289,-0.0415870589733791,-0.0128916790911441,-2152.1678388575588,-0.0814653177279642,-0.0496756604905954,-2384.2401876312783,0.11,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
183,2020-04-14,Joint,The Bank of New York Mellon Corporation,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",BK,,Sale,1,37607611840.0,0.0470555861309851,0.0220304561393644,200.21355249796062,0.0310952118877271,0.0384742415831008,-59.035927077837286,0.1073197578425978,-0.002262777313198,876.7150725139443,-0.0094444444444445,-0.0305725241976657,169.03520206564542,-0.0312145289443814,-0.0684691854877463,298.05587967519085,-0.2310298102981032,-0.1473087590299278,-669.8102706710373,0.893,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
184,2020-03-06,Joint,Booking Holdings Inc.,Purchase,"$15,001 - $50,000",Kelly Loeffler,BKNG,,Purchase,2,91217843670.0,-0.0522861140312161,-0.0759696807597977,769.7277604622631,-0.1183308708260246,-0.0879264694503039,-988.1582469116106,-0.1462201082982981,-0.1052897183055945,-1330.2581399578632,-0.0214575166849481,-0.0170539097997977,-143.11942557083057,-0.0492846788397789,0.0061437536811748,-1801.4517711472556,-0.1353814346108016,-0.0986235402217984,-1194.6499465897984,0.08,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
185,2020-03-10,Joint,Booking Holdings Inc.,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,BKNG,,Sale,2,91217843670.0,0.0747273893521488,0.048868410917935,840.4297286011656,0.1223476523412444,0.1224884898151777,-4.577288321569216,0.0887491917896087,0.0320619797864847,1842.3627337075282,-0.0204214877463839,-0.0493963357800302,941.6970485175184,0.0736889748940716,0.0403346906974497,1084.03091353231,0.2049569156514159,0.1385476630262599,2158.3339149438793,0.08,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
186,2020-03-11,Joint,Booking Holdings Inc.,Sale (Full),"$1,001 - $15,000",Kelly Loeffler,BKNG,,Sale,1,91217843670.0,0.112374336221837,0.0951126804747974,138.10187680418952,0.1447140381282495,0.1252216037178356,155.94922150051642,0.014897740034662,-0.0073867905945181,178.2873872987562,0.0747273893521487,0.048868410917935,206.8847569629259,0.1672103133136658,0.1241933216617893,344.15744171083793,0.2446022325934189,0.1761962430620456,547.2821192457521,0.08,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
187,2020-04-14,Joint,Booking Holdings Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BKNG,,Sale,2,91217843670.0,0.0171172257284368,0.0220304561393644,-159.68244497035246,0.07396066498432,0.0384742415831008,1153.3265037513247,0.0461633123273222,-0.002262777313198,1573.8721263617301,-0.0199928429779321,-0.0305725241976657,343.84492948195185,-0.0683580406448816,-0.0684691854877463,3.6122629655241822,-0.1320056368009117,-0.1473087590299278,497.3591240041345,0.08,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
188,2020-03-09,Spouse,"BlackRock, Inc.",Sale (Partial),"$1,001 - $15,000",William Cassidy,BLK,,Sale,1,110042783900.0,-0.0954392235164023,-0.0493963357800302,-368.366123334845,0.1473234732506749,0.131229610858674,128.7589460672032,-0.0762750035494379,-0.0012451939881161,-600.2759913953543,0.0697142381385849,0.0759696807597977,-50.046668691013004,0.1412673484444808,0.1112117868249288,240.4595207372258,0.2290240203512186,0.1763672185420534,421.28074287422623,0.478,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
189,2020-11-05,Spouse,"BlackRock, Inc.",Sale (Full),"$1,001 - $15,000",William Cassidy,BLK,,Sale,1,110042783900.0,0.0198895224412217,0.0002877124015439,156.82428122244224,0.0125713045690597,-0.0075659815693145,161.10835775006277,-0.0684385878268156,-0.0546368699169623,-110.42064413778053,-0.0254604366316895,-0.0194601909718188,-48.00496540179474,-0.1093420181846491,-0.0605236683977268,-390.5712074702719,-0.1515950968269515,-0.0444814710126602,-856.9625633272367,0.438,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
190,2020-05-07,Spouse,Ball Corporation,Purchase,"$50,001 - $100,000",Ron L Wyden,BLL,,Purchase,3,30480296160.0,-0.0201851570799818,0.0168715010117348,-2779.2678852077906,-0.0584307178631051,-0.0099576910929164,-3635.501244277538,0.0994081044164516,0.1131442216584119,-1030.2156612056435,0.0025867315885574,0.0115046236158993,-668.8463609966486,0.0045738679676781,-0.0107264380603139,1147.5306022524142,0.0041145992075586,0.0816577066314272,-5815.771828343857,0.151,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
