,Purchases,Sales
-21,0.0008184559110051559,0.0004232263208434617
-20,0.005800568889247959,-0.00011491874256575052
-19,0.004413690597968145,-0.0011373096337883304
-18,0.0012940485284214098,-0.0034604814156340424
-17,0.0005932637827819054,-0.00331230228174606
-16,0.0001997571144318755,-0.004805387119711013
-15,-0.0009208659103382422,-0.004433737360673207
-14,-9.66160746758149e-05,-0.004100091439459108
-13,0.0007932026987960139,-0.005477965503605131
-12,-0.0005848521337882273,-0.007199205864344749
-11,8.423968691562145e-05,-0.008462847832605869
-10,0.00012597971567407384,-0.007204526536238931
-9,-0.0015522522457819266,-0.0076781336868863015
-8,-0.001966578646071082,-0.007535767033343577
-7,-0.00266033749174166,-0.00708814798238766
-6,-0.0028890199586601994,-0.004279453068203987
-5,-0.0042428776812419855,0.013917415711302006
-4,-0.0032689865386279493,0.011897961288616754
-3,-0.0028452185577708677,0.011638237031490029
-2,-0.00193138458141362,0.007432432130795696
-1,-0.0024009838805350014,0.006047172986745064
0,-0.002659027726291674,0.009696728853344938
1,0.00039173593915675653,0.011986027953948986
2,0.0009273309380726236,0.013226363180021128
3,0.0007394957719735196,0.014341006919449395
4,0.0018098502651140436,0.015769953841092033
5,0.0045162266453731,0.01725651354975022
6,0.002493025686491679,0.018732646968201427
7,0.0021523072159257417,0.023357971250769216
8,0.0007439726764586485,0.021527809672701403
9,-0.0009326565856577762,0.02085941906200306
10,-0.0020126325395645184,0.020222419936589908
11,-0.0026124826936234635,0.021066408769848888
12,-0.0019589364587381253,0.022930446393397697
13,0.00046453134902391113,0.025670740129601022
14,0.0014687542539855158,0.024829983005036027
15,0.0032391555669806227,0.026500847685482443
16,0.007909741559939176,0.027991320652764218
17,0.008448841617523906,0.027447521354478255
18,0.008573455053567214,0.02755389482041526
19,0.004939157895744284,0.02317789632974776
20,0.003699301822346346,0.021409699155681583
21,0.003856960582154789,0.02213935570874237
22,0.002967664668754866,0.021772739290239373
