,Unnamed: 0,disclosure_year,disclosure_date,transaction_date,owner,asset_description,type_detailed,amount,representative,district,cap_gains_over_200_usd,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,name,name_committee,party,education,assumed_office,born,age,in_office,Agriculture,Appropriations,Armed_Services,Budget,Education_and_Labor,Energy_and_Commerce,Ethics,Financial_Services,Foreign_Affairs,Homeland_Security,House_Administration,Judiciary,Natural_Resources,Oversight_and_Reform,Rules,Science_Space_and_Technology,Small_Business,Transportation_and_Infrastructure,Veterans_Affairs,Ways_and_Means
449,475,2020,10/15/2020,2020-09-04,self,Activision Blizzard bond 2.6% 6/15/2022,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,True,ATVI,,Sale,2,71759772450.0,0.0358182508543222,0.027756378831384,0.0837548751341213,-0.0013922288317933,0.0126701216238298,-0.1460939100933205,0.0068345779015315,0.0021914466465906,0.04823754053431078,0.0161872743120408,0.0081329991374967,0.08367595139446748,0.0504747025597883,0.0231042670915988,0.28435174838824623,0.0629743833017075,-0.0298067474615133,0.9639041651574246,0.241,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
450,476,2020,10/14/2020,2020-09-15,,"Activision Blizzard, Inc",purchase,"$15,001 - $50,000",Gilbert Cisneros,CA39,False,ATVI,,Purchase,2,71759772450.0,-0.0215290519877676,-0.0046189580148182,-0.17567914811608124,0.0110091743119267,-0.0251764083264729,0.37593240712720455,-0.0171253822629969,0.0241502998941551,-0.42881350576042204,0.0332406471183011,0.0052193856138835,0.2911131870768308,0.0731163034917301,0.0208173261621205,0.5433346378385353,0.0056587526140976,0.0082319775421455,-0.026733261446900906,0.241,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,477,2020,04/05/2020,2020-02-20,,"AvalonBay Communities, Inc.",sale_full,"$1,001 - $15,000",Mikie Sherrill,NJ11,False,AVB,,Sale,1,22397470470.0,-0.0038301124292368,0.0105181087562958,-0.12895118455657473,0.0857582692387528,0.1169413292304407,-0.28025024649615665,0.4669601350191563,0.336718812532795,1.1705125391965254,-0.0059786979627989,0.0038155427255142,-0.08802338089572007,-0.0122999688043139,0.001840536181923,-0.12708438520880766,-0.0512795829462866,-0.0130975907160577,-0.3431514654779957,,Mikie Sherrill,Mikie Sherrill,Democratic,United States Naval Academy; BS; London School of Economics; MSc; Georgetown University; JD,2019,1972-01-19,48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,478,2020,05/07/2020,2020-04-02,,"AvalonBay Communities, Inc.",sale_partial,"$1,001 - $15,000",Dean Phillips,MN03,False,AVB,,Sale,1,22397470470.0,0.0230530515738141,0.01513712453995,0.07114248900131416,-0.2365893305748485,-0.1040484387985278,-1.191179364726729,-0.1773311659524161,-0.1351616605326684,-0.3789882805489742,0.0194174757281553,-0.0228293867638131,0.3796835086171586,0.1040646100887063,0.03922709281502,0.5827115813198883,0.3516025487471852,0.1586451219796428,1.7341584318306904,,Dean Phillips,Dean Phillips,Democratic,Brown University; BA; University of Minnesota; MBA,2019,1969-01-20,51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
453,479,2020,12/29/2020,2020-11-19,joint,Broadcom,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,AVGO,,Purchase,2,178204954100.0,-0.0026019307002297,-0.0067925413261787,0.04353629885384442,0.0276325560750541,0.0157682997987085,0.12325788602910472,0.1268962122888197,0.0294231783956426,1.0126483972257043,0.0097472282066102,0.0039464206133208,0.06026465246169269,0.0381685024805915,0.0126830288859798,0.26476885921500043,0.019470012983634,0.0402977532005854,-0.2163796170707428,0.185,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
454,480,2020,12/29/2020,2020-11-19,,Broadcom,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,AVGO,,Purchase,2,178204954100.0,-0.0026019307002297,-0.0067925413261787,0.04353629885384442,0.0276325560750541,0.0157682997987085,0.12325788602910472,0.1268962122888197,0.0294231783956426,1.0126483972257043,0.0097472282066102,0.0039464206133208,0.06026465246169269,0.0381685024805915,0.0126830288859798,0.26476885921500043,0.019470012983634,0.0402977532005854,-0.2163796170707428,0.185,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
455,481,2020,10/19/2020,2020-09-24,joint,Avalara Inc.,purchase,"$100,001 - $250,000",Greg Gianforte,MT00,False,AVLR,,Purchase,4,13944912190.0,0.0548864279363026,0.0159767633116592,0.4566466650736434,0.0888367957319538,0.041338758512778,0.5574404329340619,0.2226174116886266,0.0475514308859448,2.0545871333663217,-0.0027408303103588,0.002987407782707,-0.06722702051483634,0.0497242257106491,-0.032892365527657,0.9695943471286258,0.0250227856491838,-0.0538253946049288,0.9253680006627916,0.047,Greg Gianforte,Greg Gianforte,Republican,"Stevens Institute of Technology (BS, MS)",2017,1961-04-17,59,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
456,482,2020,04/13/2020,2020-03-17,--,"Avanos Medical, Inc.",sale_full,"$1,001 - $15,000",Nicholas Van Taylor,TX03,False,AVNS,,Sale,1,2194578040.0,0.0795065113091157,0.0518308233070667,0.2487285848980958,0.2042494859492803,0.0323660934923829,1.5447606205895552,-0.0582590815627142,-0.1365536001644796,0.7036531419075457,-0.1574771915906385,-0.059954822243549,-0.8764588226972032,0.092943736400373,0.1224884898151777,-0.265526360446161,0.0135226504394861,0.2503749325714149,-2.1286528797476527,0.79,Nicholas Van Taylor,Nicholas Van Taylor,Republican,Harvard University; BA; MBA,2019,1972-08-01,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,484,2020,04/16/2020,2020-03-20,self,"Avnet, Inc.",sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,False,AVT,,Sale,1,3469886190.0,0.0026030368763558,0.0292938583551706,-0.23987733405947387,-0.0520607375271149,-0.1026282907866649,0.4544637142561999,-0.1657266811279827,-0.2144933446713985,0.43827865137290667,-0.0496357012750454,0.0433595225347492,-0.83577219178,0.1367041198501871,0.1497960177350222,-0.11766028126506997,0.3561452513966479,0.3193095403334169,0.3310520875142915,0.939,Earl Blumenauer,Earl Blumenauer,Democratic,Lewis & Clark College; BA; JD,1996,1948-08-16,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,485,2020,06/15/2020,2020-04-03,joint,"Avantor, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,False,AVTR,,Sale,1,16280242850.0,-0.0779967159277505,-0.0703313041207078,-0.06889104369458596,-0.1403940886699508,-0.1096899925662506,-0.27594567383051327,-0.4039408866995075,-0.1445643220219798,-2.33108444795282,0.0145631067961163,0.01513712453995,-0.005158846317372796,-0.05,0.0207832474906254,-0.6361474006186035,0.2486119679210364,0.2049346350938621,0.3925395164673737,0.213,Susie Lee,Susie Lee,Democratic,Carnegie Mellon University; BA; MS,2019,1966-11-07,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,486,2020,12/28/2020,2020-11-16,--,Avery Dennison Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,False,AVY,,Sale,1,12938965980.0,0.0207077968081391,0.004791957892531,0.14303977160936912,0.0335518326637069,0.0135983523164345,0.17932710219169937,0.0024247049525095,-0.0263502540730264,0.25860801864771604,-0.0201899318090652,-0.0116480481988199,-0.07676812307550415,-0.0016409582119489,-0.0215209125475284,0.17866630485794394,-0.1485775252145114,-0.0412161890599251,-0.9648841688243468,0.125,Lois Frankel,Lois Frankel,Democratic,Boston University; BA; Georgetown University; JD,2013,1948-05-16,72,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460,487,2020,12/08/2020,2020-11-23,joint,Avaya Holdings Corp.,purchase,"$1,001 - $15,000",Susie Lee,NV03,False,AVYA,,Purchase,1,1596956800.0,0.0107648725212465,0.0161617178044437,-0.04850284806304347,0.0798866855524078,0.0237198784656709,0.5047856603924029,0.0946175637393769,0.0350710953463084,0.5351595529618107,0.0658212560386473,0.0056359169538502,0.5409012495394986,-0.0606705694518361,-0.0135983523164344,-0.42305022210242815,-0.0566541956173171,0.0359346631957817,-0.8321200841766476,0.216,Susie Lee,Susie Lee,Democratic,Carnegie Mellon University; BA; MS,2019,1966-11-07,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,488,2020,04/23/2020,2020-03-02,--,"American Water Works Company, Inc.",sale_partial,"$1,001 - $15,000",Dwight Evans,PA03,False,AWK,,Sale,1,27819813840.0,-0.004432895139101,0.0281079401856819,-0.29245292551122876,-0.0485325588505043,0.1112117868249289,-1.4356638592825974,0.1378783246713544,0.2005449432566508,-0.5632011518526833,-0.0580624292414686,-0.0460392252438885,-0.1080556521679893,0.041675822163627,0.0420535108140699,-0.0033943858432626535,0.0382239810514538,0.055957108816521,-0.15937221775645535,0.361,Dwight Evans,Dwight Evans,Democratic,Community College of Philadelphia; AA; La Salle University; BA,2016,1954-05-16,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
462,489,2020,04/11/2020,2020-03-23,self,"American Water Works Company, Inc.",sale_full,"$1,001 - $15,000",Zoe Lofgren,CA19,False,AWK,,Sale,1,27819813840.0,-0.0708766869269599,-0.0938276571019933,0.20626632057897962,-0.3054496754919131,-0.1739742558326629,-1.1816036905137635,-0.2844339136705471,-0.2504692947170823,-0.30524883819592447,0.0359519316714669,0.0292938583551707,0.05983783145652939,0.1829812305361501,0.0623310548880403,1.084314415397343,0.2930080116533139,0.336718812532795,-0.3928403025323461,0.361,Zoe Lofgren,Zoe Lofgren,Democratic,Stanford University; BA; Santa Clara University; JD,1995,1947-12-21,73,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
463,490,2020,05/12/2020,2020-03-26,,American Express,sale_full,"$1,001 - $15,000",Fred Upton,MI06,False,AXP,,Sale,1,97356973820.0,0.0488798370672097,0.0336873163071707,0.13653912377533936,0.1782613356201093,0.0392270928150201,1.2495367942696778,0.0546682388251689,-0.0887124677289956,1.2885995911019852,-0.0346013086392369,-0.0624141608363362,0.24996131508825392,-0.2104580251719219,-0.0915916476784581,-1.068282958809305,0.2283705541770058,0.1592412274112032,0.621283186172033,0.213,Fred Upton,Fred Upton,Republican,University of Michigan; BA,1987,1953-04-23,67,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,491,2020,04/09/2020,2020-03-27,,American Express Company,purchase,"$1,001 - $15,000",John Curtis,UT03,False,AXP,,Purchase,1,97356973820.0,0.0173560238927081,0.0335160359949164,-0.1452342193560206,-0.1705172996731658,-0.0207832474906254,-1.3456987558055853,0.0832863743942295,0.1566180202796021,-0.6590505178395774,-0.0488798370672097,-0.0336873163071707,-0.13653912377533936,0.1971127900701563,0.1026282907866649,0.8491566966591052,-0.2512236286919831,-0.1844826866983915,-0.5998181528713182,0.213,John Curtis,John Curtis,Republican,Brigham Young University; BS,2017,1960-05-10,60,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,492,2020,07/20/2020,2020-06-24,self,American Express Company,purchase,"$100,001 - $250,000",Nancy Pelosi,CA12,False,AXP,,Purchase,4,97356973820.0,0.0248219522413069,0.0109594699589881,0.16269110425213074,-0.0149769585253456,0.0214829215199667,-0.4278958143764666,0.0032467532467532,0.0619867358613657,-0.6893767249398998,-0.0396298531482599,-0.0258551587364951,-0.1616608193933667,-0.0815698345517506,-0.020285917089825,-0.7192325300566164,0.0688458524571813,0.0321034021891759,0.43121207914221604,0.305,Nancy Pelosi,Nancy Pelosi,Democratic,Trinity Washington University; BA,1987,1940-03-26,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,493,2020,09/08/2020,2020-08-10,--,American Express Company,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,False,AXP,,Sale,2,97356973820.0,-0.0161385554024797,0.0079691233666718,-0.25045493395812274,0.0400511710293249,-0.0064038661258691,0.4826218805277258,-0.0113166699468607,0.0063324475445398,-0.18335687139585385,-0.0248083904800322,-0.0027422358024395,-0.2292455182187857,-0.0863801582210819,-0.0199902264607949,-0.6897257149362661,-0.1220050789444628,-0.0661220475563519,-0.5805694139909751,0.275,Mike Conaway,Mike Conaway,Republican,Texas A&M University–Commerce (BA),2005,1948-06-11,72,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,494,2020,10/22/2020,2020-09-30,,American Express Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,False,AXP,,Purchase,1,97356973820.0,0.0107730673316708,0.0052928932500744,0.04925174558297439,0.0312219451371571,0.0167856080880166,0.12974310467291003,-0.0898753117206982,-0.0276657746060065,-0.559093242146582,0.0255754475703324,0.0082537093722925,0.1556749530365705,0.0490791125994141,0.0389506073674974,0.09102750303013461,-0.0223327481958262,-0.0413368262918294,0.170794577961777,0.275,Lois Frankel,Lois Frankel,Democratic,Boston University; BA; Georgetown University; JD,2013,1948-05-16,72,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,495,2020,10/22/2020,2020-10-01,,American Express Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,False,AXP,,Purchase,1,97356973820.0,0.0027632487910786,-0.0095716990061524,0.11085737453645338,0.0466791670778643,0.019530880265026,0.24398869364566375,-0.0782591532616203,-0.0208707998106958,-0.515764014337183,0.0107730673316708,0.0052928932500744,0.04925174558297439,0.0616029334730223,0.041338758512778,0.18211939524740373,-0.0025593070184072,-0.0341426902188662,0.28384805498468024,0.275,Lois Frankel,Lois Frankel,Democratic,Boston University; BA; Georgetown University; JD,2013,1948-05-16,72,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
469,496,2020,11/19/2020,2020-10-16,--,American Express Company,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,False,AXP,,Purchase,1,97356973820.0,-0.0232580306929749,-0.0163298228089361,-0.06226560086778038,-0.037460680583357,-0.0052873147502303,-0.2891503818979985,0.1102850061957869,0.036086927817533,0.666837371335257,0.0045963803504738,0.0001349279714297,0.04009622946853931,-0.0134474327628362,0.0019211246056374,-0.13812121042492714,-0.0100962445744481,0.0290415862991768,-0.3517418352330394,0.275,Rob Wittman,Rob Wittman,Republican,Virginia Tech; BS; University of North Carolina at Chapel Hill; MPH; Virginia Commonwealth University; PhD,2007,1959-02-03,61,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
470,497,2020,11/24/2020,2020-10-28,,American Express Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,False,AXP,,Purchase,1,97356973820.0,-0.0057860262008734,0.0119473071173299,-0.15937406511579416,0.0524017467248909,0.0527081683750989,-0.0027538908312851173,0.2946506550218342,0.1071833642614099,1.684817155839739,-0.0350784788791742,-0.0352879068505431,0.0018821834872834533,-0.0969141279700286,-0.0478903002712802,-0.4405898523243566,-0.0730621331714228,-0.0240392648287384,-0.44058123034263136,0.275,Lois Frankel,Lois Frankel,Democratic,Boston University; BA; Georgetown University; JD,2013,1948-05-16,72,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,498,2020,05/07/2020,2020-04-29,joint,"Acuity Brands, Inc.",sale_full,"$100,001 - $250,000",Greg Gianforte,MT00,False,AYI,,Sale,4,4460471240.0,0.0345634964879026,0.0092124197570344,0.2975220875546958,0.0771546437729958,0.0309881578902606,0.5418132492246757,-0.0266473408406733,-0.0395372017785276,0.1512763491363064,-0.0496196606202457,-0.0265838743587147,-0.2703496695526643,-0.0935137771275298,-0.05008377064348,-0.5096977271941676,-0.0829509780246318,-0.1566180202796021,0.8645617867974531,0.532,Greg Gianforte,Greg Gianforte,Republican,"Stevens Institute of Technology (BS, MS)",2017,1961-04-17,59,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
472,500,2020,01/23/2020,2020-01-15,--,Astrazeneca PLC,sale_full,"$1,001 - $15,000",John Rutherford,FL04,False,AZN,,Sale,1,24451808660.0,0.0057086614173228,-0.008366547187995,0.1264975497009145,0.0118110236220471,-0.0110206153911633,0.2051938604828744,0.033267716535433,-0.0246253750809444,0.5203002271181576,-0.0123555201275407,-0.0018701551863302,-0.09423469377795707,-0.0170170170170169,-0.0111403144741089,-0.052815449692030385,-0.0601001669449081,-0.0380992056353497,-0.19772834454988333,,John Rutherford,John Rutherford,Republican,Florida State College; Florida State University; BS,2017,1952-09-02,68,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
473,502,2020,05/22/2020,2020-04-17,--,"AutoZone, Inc.",sale_full,"$1,001 - $15,000",Steve Cohen,TN09,False,AZO,,Sale,1,26979427590.0,0.0036801472442038,0.0178809974396081,-0.12762672325223592,-0.0556967640219476,0.0131567961705444,-0.6188048004662609,-0.1135410779748042,-0.0168304018701992,-0.8691639250397523,-0.0135714852313393,-0.0267935918272579,0.11883050071713223,-0.0541755353427177,-0.0303747195159542,-0.21390410383195524,-0.0852153489411622,-0.1365536001644796,0.46139017671297844,,Steve Cohen,Steve Cohen,Democratic,Vanderbilt University; BA; University of Memphis; JD,2007,1949-05-24,71,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
474,503,2020,06/15/2020,2020-05-08,joint,"AutoZone, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,False,AZO,,Purchase,1,26979427590.0,-0.0037999999281594,0.0001774865178509,-0.03574670212694543,0.0161451551915086,-0.0225612669806813,0.3478646533608965,0.065204630585034,0.0888593078025803,-0.21259071825444478,0.0451905344567222,0.0168715010117348,0.25451049722529284,0.0638041222403931,0.0350053520141588,0.2588220160830806,0.1759148195287581,0.1016729274538339,0.6672311363889443,,Susie Lee,Susie Lee,Democratic,Carnegie Mellon University; BA; MS,2019,1966-11-07,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,504,2020,07/10/2020,2020-06-09,joint,"AutoZone, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,False,AZO,,Sale,1,26979427590.0,0.0156190029733829,0.0053130787794885,0.09262201324948525,0.0044201928402443,0.0257048247993564,-0.1912905069198201,0.0272284493935108,0.0069032608085607,0.18266774051460913,-0.0008392725634169,0.0077991826481335,-0.07763603709925605,-0.0166697929525998,-0.0410150544335596,0.2187971781111615,-0.1310069988245039,-0.1131442216584119,-0.16053741054398052,,Susie Lee,Susie Lee,Democratic,Carnegie Mellon University; BA; MS,2019,1966-11-07,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,505,2020,12/29/2020,2020-11-19,joint,Autozone,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,AZO,,Purchase,2,26979427590.0,-0.0172523813042233,-0.0067925413261787,-0.10866739000462718,-0.0128069607958741,0.0157682997987085,-0.2968686895816067,0.0497723764308815,0.0294231783956426,0.21140803719925513,0.0018645252177875,0.0039464206133208,-0.021628833650430185,-0.0223931177497024,0.0126830288859798,-0.3644064645654135,-0.0380614532249579,0.0402977532005854,-0.8140746381370094,,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
477,506,2020,12/29/2020,2020-11-19,,Autozone,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,AZO,,Purchase,2,26979427590.0,-0.0172523813042233,-0.0067925413261787,-0.10866739000462718,-0.0128069607958741,0.0157682997987085,-0.2968686895816067,0.0497723764308815,0.0294231783956426,0.21140803719925513,0.0018645252177875,0.0039464206133208,-0.021628833650430185,-0.0223931177497024,0.0126830288859798,-0.3644064645654135,-0.0380614532249579,0.0402977532005854,-0.8140746381370094,,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
478,507,2020,12/29/2020,2020-11-25,joint,Autozone,sale_full,"$15,001 - $50,000",Kenny Marchant,TX24,False,AZO,,Sale,2,26979427590.0,0.0091713794116744,-0.0023969253233782,0.12018324228430065,-0.0216094462041331,-0.0102131059468542,-0.11839670147560748,-0.0420680071187677,-0.0268317881889437,-0.158289242294183,0.0054500037700632,0.0015844155129681,0.04015963796891485,0.0018115494753405,-0.0173384644275589,0.19894970035377715,0.0194444618055555,-0.0672396404555171,0.9005620704883882,,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
479,508,2020,12/29/2020,2020-11-25,,Autozone,sale_full,"$15,001 - $50,000",Kenny Marchant,TX24,False,AZO,,Sale,2,26979427590.0,0.0091713794116744,-0.0023969253233782,0.12018324228430065,-0.0216094462041331,-0.0102131059468542,-0.11839670147560748,-0.0420680071187677,-0.0268317881889437,-0.158289242294183,0.0054500037700632,0.0015844155129681,0.04015963796891485,0.0018115494753405,-0.0173384644275589,0.19894970035377715,0.0194444618055555,-0.0672396404555171,0.9005620704883882,,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
480,509,2020,02/10/2020,2020-01-07,joint,Boeing Company,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,BA,,Sale,1,120843291800.0,0.017522533206831,-0.0049024150649641,0.20153882532725623,0.0146169058349144,-0.0142006314137614,0.25899068018040416,0.0015713946869069,-0.0279656985400873,0.26545751635187803,-0.0106070896688166,0.0028032085956849,-0.12052182804430729,-0.033333364991831,-0.0049328064222717,-0.2552431846608097,0.0331384015594541,-0.0399709582492706,0.657052775225806,0.011,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
481,510,2020,02/10/2020,2020-01-21,joint,Boeing Company,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,True,BA,,Sale,1,120843291800.0,0.0139451766282668,-0.0002890878375325,0.12792702596522304,-0.0101796598270416,0.0134154824604989,-0.2120556623999615,-0.0542808820244438,-0.0051072184630764,-0.44193646607695597,0.0332561787214616,0.0026519542770645,0.2750481013297674,0.0510265883350494,-0.0099326973081963,0.5478569079591002,0.0416819571865444,-0.0401782917569819,0.7356992851495395,0.011,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
482,511,2020,02/02/2020,2020-01-22,self,Boeing Company,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,False,BA,,Sale,1,120843291800.0,-0.0284466343042071,-0.0011409648528637,-0.24540313223017082,-0.0421358899676376,0.0145555806427334,-0.5095009475343701,-0.0288025566343042,0.028858282531798,-0.5182129141201288,0.0139451766282669,-0.0002890878375325,0.12792702596522393,0.0702572868886028,-0.011757001659991,0.7370836790256335,0.0655618442470618,-0.0409289470220672,0.957060356190167,0.011,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
483,512,2020,03/10/2020,2020-02-07,,Boeing Company,sale_partial,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,BA,,Sale,1,120843291800.0,-0.0235189606533035,-0.0073263595685921,-0.14552710499270796,-0.0111061321455083,-0.0157615898019958,0.04183980520612122,0.4385152190051967,0.1761962430620456,2.3575286610192685,0.0137070267318929,0.0054008332885007,0.07464991442712555,-0.0580639412468639,-0.0316817133361442,-0.2371039236389184,0.001571394686907,-0.0279656985400873,0.2654575163518789,,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,513,2020,03/10/2020,2020-03-05,self,Boeing Company,sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,False,BA,,Sale,1,120843291800.0,-0.0075277105657334,0.0170539097997977,-0.16980381784593226,0.4053078311633444,0.1796662632195084,1.5586767321218395,0.4286208088489457,0.1191359616923617,2.1378455867108728,0.0803546199491381,0.0339220221588947,0.3207450225024081,0.0951835176819739,-0.0151673850864118,0.7622770311387609,0.1760443037974683,0.0692476269037095,0.7377253085906119,,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
485,514,2020,03/11/2020,2020-03-05,self,Boeing Company,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,False,BA,,Sale,1,120843291800.0,-0.0075277105657334,0.0170539097997977,-0.2209213966990846,0.4053078311633444,0.1796662632195084,2.027899284191334,0.4286208088489457,0.1191359616923617,2.781420576607218,0.0803546199491381,0.0339220221588947,0.4173017971822286,0.0951835176819739,-0.0151673850864118,0.9917521792331174,0.1760443037974683,0.0692476269037095,0.9598094296205804,,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
486,515,2020,04/16/2020,2020-03-18,--,Boeing Company,purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,BA,,Purchase,1,120843291800.0,-0.0410246344096575,0.0047078937492182,-0.41101008986397414,0.5578565119246244,0.032300571285601,2.1046168147761644,0.4094611836294044,0.1772486551853551,2.0869542101797434,-0.1792331238923795,-0.0518308233070666,-0.9991705533238285,-0.4611275650518299,-0.1252216037178355,-2.8225543055313222,-0.7007547857721163,-0.2905365426488687,-3.6867377282138114,,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
