,Unnamed: 0,disclosure_year,disclosure_date,transaction_date,owner,asset_description,type_detailed,amount,representative,district,cap_gains_over_200_usd,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,name,name_committee,party,education,assumed_office,born,age,in_office,Agriculture,Appropriations,Armed_Services,Budget,Education_and_Labor,Energy_and_Commerce,Ethics,Financial_Services,Foreign_Affairs,Homeland_Security,House_Administration,Judiciary,Natural_Resources,Oversight_and_Reform,Rules,Science_Space_and_Technology,Small_Business,Transportation_and_Infrastructure,Veterans_Affairs,Ways_and_Means
0,0,2020,05/05/2020,2020-04-09,,"Agilent Technologies, Inc.",sale_partial,"$1,001 - $15,000",Peter Welch,VT00,True,A,,Sale,1,36358656500.0,0.027064981488574,0.0101045945616563,0.1524273954578502,-0.015575130856632,-0.0303747195159542,0.13300774109155153,-0.0194050810672794,-0.0287832189890386,0.08428375742946796,-0.021384795931673,-0.0144873780900225,-0.061988882772402686,-0.0835523585558166,-0.1040484387985278,0.18420358815831223,-0.074338225209162,0.0320619797864846,-0.9562462338596653,0.189,Peter Welch,Peter Welch,Democratic,"College of the Holy Cross; BA; University of California, Berkeley; JD",2007,1947-05-02,73,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2020,12/29/2020,2020-11-17,joint,American Airlines,sale_full,"$15,001 - $50,000",Kenny Marchant,TX24,False,AA,,Sale,2,4285686500.0,-0.0032840722495894,0.0115638324103138,-0.1542550411685054,-0.1395730706075533,-0.0071699085476502,-1.3755378743470232,-0.2047071702244116,-0.0276711926483501,-1.839228674672795,-0.0345413363533408,0.0047919578925309,-0.4086340168639934,-0.1425891181988743,-0.0180508978911473,-1.2938289099134022,-0.44770206022187,-0.036086927817533,-4.276274036569973,1.57,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2020,05/05/2020,2020-03-25,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",James R. Langevin,RI02,False,AAL,,Purchase,1,8021126640.0,0.0175438596491228,0.0624141608363362,-0.40326103247805906,-0.3053931124106563,-0.0020439819677163,-2.726277299395563,-0.3489278752436647,0.1627591332870139,-4.598663835679638,0.1056034482758621,0.0115350197970849,0.845417360442194,0.3210300429184549,0.032300571285601,2.5298120656158365,-0.3952848722986247,-0.2325962757564578,-1.4621246053212669,,James Langevin,James R. Langevin,Democratic,Rhode Island College; BA; Harvard University; MPA,2001,1964-04-22,56,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,2020,08/18/2020,2020-03-25,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",James R. Langevin,RI02,False,AAL,,Purchase,1,8021126640.0,0.0175438596491228,0.0624141608363362,-0.40326103247805906,-0.3053931124106563,-0.0020439819677163,-2.726277299395563,-0.3489278752436647,0.1627591332870139,-4.598663835679638,0.1056034482758621,0.0115350197970849,0.845417360442194,0.3210300429184549,0.032300571285601,2.5298120656158365,-0.3952848722986247,-0.2325962757564578,-1.4621246053212669,,James Langevin,James R. Langevin,Democratic,Rhode Island College; BA; Harvard University; MPA,2001,1964-04-22,56,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,2020,05/07/2020,2020-04-23,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.0058536585365853,0.0139180784902421,-0.07247703337848431,0.1717073170731706,0.0409714775895344,1.1749568916885442,0.086829268292683,0.0693294731574807,0.15727519690434316,-0.0019474196689386,-0.0005394186424509,-0.012654070346052421,-0.0740740740740741,-0.0006251004625743,-0.6601049725395578,0.0,0.2504692947170823,-2.251032502996551,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,2020,05/07/2020,2020-04-23,--,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Sale,1,8021126640.0,-0.0058536585365853,-0.0139180784902421,0.07247703337848431,-0.1717073170731706,-0.0409714775895344,-1.1749568916885442,-0.086829268292683,-0.0693294731574807,-0.15727519690434316,0.0019474196689386,0.0005394186424509,0.012654070346052421,0.0740740740740741,0.0006251004625743,0.6601049725395578,-0.0,-0.2504692947170823,2.251032502996551,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,6,2020,06/15/2020,2020-05-13,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Dean Phillips,MN03,False,AAL,,Purchase,1,8021126640.0,0.004390779363337,0.0115248226950355,-0.06411549741287974,0.0834248079034027,0.0537624113475176,0.2665836498621171,0.8331503841931944,0.0874432624113474,3.4590721371861752,-0.055958549222798,-0.0174626844870597,-0.34597231907802156,-0.0151351351351352,-0.0099774611890101,-0.046353353235174165,-0.2119377162629758,0.0211360681916115,-2.094694541286246,,Dean Phillips,Dean Phillips,Democratic,Brown University; BA; University of Minnesota; MBA,2019,1969-01-20,51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7,7,2020,05/20/2020,2020-05-19,joint,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Kathy Castor,FL14,False,AAL,,Purchase,1,8021126640.0,0.0238589211618256,0.0166510431278097,0.0647790690293268,0.2427385892116182,0.0387247086837225,1.833525648920301,0.6597510373443982,0.0598028012891129,3.4590721371861752,-0.0233029381965551,-0.0104844088005388,-0.11520344776649184,-0.0010362694300518,0.0184034117040403,-0.17470945542510027,-0.166810717372515,0.0168304018701992,-1.650430360212222,,Kathy Castor,Kathy Castor,Democratic,Emory University; BA; Florida State University; JD,2007,1966-08-20,54,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,2020,06/10/2020,2020-05-26,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.0754039497307001,0.0148273430109935,0.544417673237449,0.0071813285457809,0.0297649886187776,-0.20296520944159438,0.1822262118491919,0.0307476844810932,1.3613768066732506,0.1484536082474228,0.0122891607031079,0.9888371948574267,0.1286727456940224,0.0128169104678206,1.0412264347634883,0.086829268292683,0.0693294731574807,0.15727519690434316,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,9,2020,06/10/2020,2020-06-01,--,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Sale,1,8021126640.0,-0.0099009900990099,-0.0082108039650099,-0.01519014108314322,-0.828082808280828,-0.0578126994204331,-3.0967322965134887,-0.1530153015301532,-0.0196777856682364,-1.1983388319635104,-0.0580952380952379,-0.0037512605483673,-0.48840341862382075,-0.1453608247422682,-0.0339305351130962,-1.00145290885621,0.1203483768804434,-0.0395372017785276,1.4369331567300065,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,10,2020,07/21/2020,2020-06-09,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,-0.0824797843665768,-0.0053130787794885,-0.6935171938816277,-0.0819407008086253,-0.0257048247993564,-0.5054064007100618,-0.3563342318059299,-0.0069032608085607,-3.140426750341616,-0.0866568193008368,-0.0077991826481335,-0.7087140298583697,0.6532976827094472,0.0410150544335596,2.5298120656158365,0.9444444444444446,0.1131442216584119,3.757439540298289,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,11,2020,07/21/2020,2020-06-11,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.1641168289290679,0.0130608573998201,0.9367196354133894,0.1467315716272599,0.0377202624829287,0.9797129039520505,-0.1954102920723227,0.0650944338962726,-2.3412235260289753,-0.1551116333725029,-0.0589441215746017,-0.8642823665627376,-0.1399521531100477,-0.0354233938985012,-0.9394270652970522,0.4237623762376239,0.0244956182259956,3.5883138915907087,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,12,2020,07/21/2020,2020-06-25,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,-0.0599848139711465,-0.0242269177886735,-0.32136548568335604,-0.0508731966590736,0.0149979246115132,-0.5920008484728881,-0.1063022019741838,0.0436739564687265,-1.3478746275502125,0.0099693251533743,0.0109594699589881,-0.008898688131122967,-0.2013341419041842,-0.010136935294382,-1.7183388768150605,0.1822262118491919,0.0307476844810932,1.3613768066732506,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,13,2020,11/23/2020,2020-07-09,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Purchase,2,8021126640.0,0.0679785330948121,0.0104662045335575,0.5974961998422958,0.1135957066189623,0.0201519645944703,0.9707880406757062,0.2522361359570662,0.0661220475563519,1.9335412656453572,-0.067556296914095,-0.0056436399427117,-0.6432112590110386,-0.1272443403590946,0.0116147708818754,-1.4426087998087536,-0.449532250123092,-0.0248546740956381,-4.411979903828573,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,14,2020,07/16/2020,2020-07-14,joint,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Kathy Castor,FL14,False,AAL,,Sale,1,8021126640.0,-0.1616248919619705,-0.0090820385798993,-1.1484047848981451,0.0086430423509075,-0.0186957391978783,0.24570071923647294,-0.1495246326707,-0.0550145112462157,-0.849386969484509,0.0051590713671539,-0.01340635518284,0.16685230276723975,0.0285474391267841,-0.0165960856129105,0.4057165633961883,0.1954102920723226,-0.0650944338962726,2.341223526028974,,Kathy Castor,Kathy Castor,Democratic,Emory University; BA; Florida State University; JD,2007,1966-08-20,54,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,2020,11/23/2020,2020-10-26,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Purchase,2,8021126640.0,-0.0483050847457627,-0.0030256074002417,-0.470408977024455,-0.0516949152542374,-0.0266776831315771,-0.2599042935279824,0.2661016949152541,0.0672396404555171,2.065980022109064,-0.0634920634920633,-0.0185895382626486,-0.46649281743693033,-0.0605095541401272,-0.0075723973714006,-0.5499646908937461,0.0025488530161428,0.0475514308859448,-0.46753226539376047,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,16,2020,11/23/2020,2020-11-09,,"American Airlines Group, Inc.",sale_partial,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Sale,2,8021126640.0,0.062121212121212,0.0013998028446696,0.6308353739000706,0.0310606060606061,-0.0215209125475284,0.5462699622192445,-0.3628787878787878,-0.0331220954795099,-3.4258458231487627,-0.1518324607329841,-0.0116998723443055,-1.1550121404384315,-0.1796246648793564,-0.0725808400599352,-1.1120794470713982,-0.0034207525655645,-0.0300769112488867,0.2769311191897738,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,17,2020,12/15/2020,2020-11-30,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,False,AAL,,Purchase,2,8021126640.0,0.0099079971691435,0.0112711679547605,-0.01416199594969707,0.2179759377211607,0.019419432686387,2.062805665847604,0.1160651096956828,0.0371214066594323,0.8201469797106304,-0.0567423230974633,-0.0045954897137437,-0.5417540127487074,0.1276935355147646,0.0180152577342771,1.1394488072117,0.2904109589041097,0.1071833642614099,1.9035534509554115,,Mike Conaway,Mike Conaway,Republican,Texas A&M University–Commerce (BA),2005,1948-06-11,72,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20,2020,04/15/2020,2020-03-09,,"Aaron's, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,WV01,False,AAN,,Sale,1,640449840.0,-0.0360888340530536,-0.0493963357800302,0.1195979689045047,0.2535471930906848,0.131229610858674,1.0992998307565847,0.2698951264651449,-0.0012451939881161,2.436808371671296,0.0675870002876042,0.0759696807597977,-0.07533732318947951,0.1633548387096773,0.1112117868249288,0.46862312895712915,0.4270060091905266,0.1763672185420534,2.252555806885428,0.537,David McKinley,David McKinley,Republican,Purdue University; BS,2011,1947-03-28,73,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,21,2020,04/15/2020,2020-03-23,joint,"Aaron's, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,WV01,False,AAN,,Sale,1,640449840.0,-0.3237913486005088,-0.0938276571019933,-1.1484047848981451,-0.4344783715012723,-0.1739742558326629,-2.3412180411047387,-0.5356234096692112,-0.2504692947170823,-2.5627539768717167,-0.048,0.0292938583551707,-0.694659948781476,0.3504132231404958,0.0623310548880403,2.5298120656158365,0.6541254125412541,0.336718812532795,2.8526154237457417,0.537,David McKinley,David McKinley,Republican,Purdue University; BS,2011,1947-03-28,73,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,2020,01/13/2020,2020-01-02,self,Apple Inc.,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,False,AAPL,,Sale,1,2255969107000.0,0.0097220572757764,0.0070598707736697,0.023925760449199567,-0.0308972521758863,-0.0051721227189711,-0.2311984094366538,-0.0615948040088296,-0.0121982288932886,-0.4439398300194506,-0.0228163467671154,-0.0083787815945375,-0.12975414213671732,-0.0565660131764171,-0.0106937438341119,-0.4122659801169583,-0.1238541066417213,0.1326439603095789,-2.3052146424389,0.097,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,23,2020,01/13/2020,2020-01-02,self,Apple Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,False,AAPL,,Sale,1,2255969107000.0,0.0097220572757764,0.0070598707736697,0.018389732863562547,-0.0308972521758863,-0.0051721227189711,-0.17770289880850415,-0.0615948040088296,-0.0121982288932886,-0.34121945251801533,-0.0228163467671154,-0.0083787815945375,-0.09973116703652295,-0.0565660131764171,-0.0106937438341119,-0.31687441070819916,-0.1238541066417213,0.1326439603095789,-1.7718258760315582,0.097,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22,24,2020,01/06/2020,2020-01-02,,Apple Inc.,purchase,"$15,001 - $50,000",Bob Gibbs,OH07,False,AAPL,,Purchase,2,2255969107000.0,-0.0097220572757764,-0.0070598707736697,-0.027657484196385113,0.0308972521758863,0.0051721227189711,0.2672586465454455,0.0615948040088296,0.0121982288932886,0.5131815500275819,0.0228163467671154,0.0083787815945375,0.14999201982237625,0.0565660131764171,0.0106937438341119,0.4765674994532286,0.1238541066417213,-0.1326439603095789,2.6647611756332874,0.097,Bob Gibbs,Bob Gibbs,Republican,"Ohio State University, Wooster",2011,1954-06-14,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,25,2020,01/13/2020,2020-01-08,,Apple Inc.,purchase,"$15,001 - $50,000",Bob Gibbs,OH07,False,AAPL,,Purchase,2,2255969107000.0,0.0212408060951878,0.0066552927252885,0.15152905523520888,0.026880833800587,0.0111403144741089,0.16352842453767127,0.0605560539595633,0.0304452744347611,0.3128212122588068,0.0160862959185528,0.0049024150649641,0.11618945844613231,0.0324876905325282,0.0068930722611877,0.2659027644351474,0.1416146223968153,0.0435037835653087,1.019274559588209,0.097,Bob Gibbs,Bob Gibbs,Republican,"Ohio State University, Wooster",2011,1954-06-14,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,26,2020,02/08/2020,2020-01-13,self,Apple Inc.,sale_full,"$1,001 - $15,000",Michael John Gallagher,WI08,False,AAPL,,Sale,1,2255969107000.0,0.0135032815971505,0.0015145386587512,0.10774594169273409,0.0012303761115085,-0.0099326973081963,0.10032543561667481,-0.0249558627257655,-0.0260969000617372,0.010254798430706473,-0.0213643547631345,-0.0069762812562206,-0.129309347703281,-0.0572381606817267,-0.0128916790911441,-0.39855332992691656,-0.1805720284351897,-0.0496756604905954,-1.176399602595207,0.097,Mike Gallagher,Mike Gallagher,Republican,Princeton University; BA; National Intelligence University; MS; Georgetown University; MA; MS; PhD,2017,1984-03-03,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,27,2020,02/10/2020,2020-01-14,joint,Apple Inc.,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,1,2255969107000.0,-0.0042854996893149,0.0018701551863302,-0.05532246664389748,0.0160548169391974,0.011757001659991,0.03862558041813644,0.039241462173515,0.0295478427729465,0.08711907128977693,-0.0135032815971505,-0.0015145386587513,-0.10774594169273319,0.0478902762193678,0.0142006314137614,0.30277757422317914,0.1547808159981096,0.0450466795898942,0.9862091400152098,0.097,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26,28,2020,02/22/2020,2020-01-14,joint,Apple Inc.,purchase,"$15,001 - $50,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,2,2255969107000.0,-0.0042854996893149,0.0018701551863302,-0.06395116469369423,0.0160548169391974,0.011757001659991,0.0446500491492863,0.039241462173515,0.0295478427729465,0.100707116186201,-0.0135032815971505,-0.0015145386587513,-0.1245511792997616,0.0478902762193678,0.0142006314137614,0.3500020821439575,0.1547808159981096,0.0450466795898942,1.1400291230958026,0.097,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,29,2020,02/22/2020,2020-01-28,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,0.0209323554408384,-0.0008668473616095,0.1959150885267266,0.0036513897195378,0.0065166166092838,-0.02575053706508424,-0.139538575340741,-0.098289502600542,-0.370716113372455,0.0282893339281653,0.0100535511140296,0.1638897090302932,0.0035378904021894,-0.0134154824604989,0.1523643582437425,0.1175643267866579,0.0163989352791169,0.909199607556985,0.097,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,30,2020,02/10/2020,2020-01-29,joint,Apple Inc.,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,1,2255969107000.0,-0.0014490966269962,0.0031343557157694,-0.04119267477937841,-0.008910371832028,0.0187236512494652,-0.2483541314525683,-0.0787136955047171,-0.055957108816521,-0.20451934577549796,0.0209323554408384,-0.0008668473616095,0.1959150885267266,0.0209001881995531,-0.0145555806427334,0.31865018892982994,0.1187609947914867,0.0103367068838331,0.9744371918724388,0.097,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29,31,2020,01/29/2020,2020-01-29,joint,Apple Inc.,sale_full,"$50,001 - $100,000",Kim Schrier,WA08,False,AAPL,,Sale,3,2255969107000.0,0.0014490966269962,-0.0031343557157694,0.05145039868179985,0.008910371832028,-0.0187236512494652,0.3101988192304414,0.0787136955047171,0.055957108816521,0.25544837606801873,-0.0209323554408384,0.0008668473616095,-0.2447015025478833,-0.0209001881995531,0.0145555806427334,-0.3979998712945435,-0.1187609947914867,-0.0103367068838331,-1.2170897442500819,0.097,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,32,2020,03/16/2020,2020-02-03,joint,Apple Inc.,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Sale,1,2255969107000.0,-0.033013704399663,-0.014980362705145,-0.16207031819151826,-0.0417611287500807,-0.0317551678711696,-0.08992616515163077,0.0509945895159723,0.0692476269037095,-0.16404478035768363,0.0027463085927335,-0.0072546442124061,0.08988115629395907,0.0009386955514258,-0.0016308888498379,0.023093521355467193,-0.0511153090793568,-0.0056147431889512,-0.40892538480507645,0.07,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31,33,2020,04/06/2020,2020-02-03,self,Apple Inc.,sale_partial,"$1,001 - $15,000",Ed Perlmutter,CO07,True,AAPL,,Sale,1,2255969107000.0,-0.033013704399663,-0.014980362705145,-0.16207031819151826,-0.0417611287500807,-0.0317551678711696,-0.08992616515163077,0.0509945895159723,0.0692476269037095,-0.16404478035768363,0.0027463085927335,-0.0072546442124061,0.08988115629395907,0.0009386955514258,-0.0016308888498379,0.023093521355467193,-0.0511153090793568,-0.0056147431889512,-0.40892538480507645,0.07,Ed Perlmutter,Ed Perlmutter,Democratic,University of Colorado Boulder; BA; JD,2007,1953-05-01,67,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
32,34,2020,02/22/2020,2020-02-18,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,0.0144827586206897,0.0047058265015771,0.08786782429587846,-0.0969279310344827,-0.0718276468790519,-0.22558276267813665,-0.2326645768025078,-0.2851089965551926,0.4713316001365982,-0.0183105395196019,-0.0029199801192842,-0.13831894839064765,-0.0079303065753476,0.0054294484933279,-0.12006758323662274,0.0246033275518726,0.0246253750809444,-0.00019814686110464414,0.07,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,35,2020,04/05/2020,2020-02-20,,Apple Inc.,sale_full,"$1,001 - $15,000",Mikie Sherrill,NJ11,False,AAPL,,Sale,1,2255969107000.0,0.0226350303663762,0.0105181087562958,0.10889791665425978,0.1460505821433212,0.1169413292304407,0.2616124045019394,0.2995004464408506,0.336718812532795,-0.3344911074869477,0.0102589765774674,0.0038155427255142,0.05790881093045097,0.0210880800400955,0.001840536181923,0.17298266790161962,-0.0049257363622583,-0.0130975907160577,0.0734425741923158,0.07,Mikie Sherrill,Mikie Sherrill,Democratic,United States Naval Academy; BS; London School of Economics; MSc; Georgetown University; JD,2019,1972-01-19,48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,36,2020,03/25/2020,2020-02-24,,Apple,purchase,"$1,001 - $15,000",James Comer,KY01,False,AAPL,,Purchase,1,2255969107000.0,-0.0338721588930228,-0.030280015747592,-0.03228352195790846,0.002112851368732,-0.0420535108140698,0.39693455010086004,-0.176604707780693,-0.2325962757564579,0.5032107410593166,-0.0475004008145791,-0.0335135944873044,-0.12570305550377656,-0.0823819639211583,-0.0456398513679826,-0.33021089343258064,-0.0614416726017732,-0.0288582825317981,-0.2928353760415117,0.07,James Comer,James Comer,Republican,Western Kentucky University; BS,2016,1972-08-19,48,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,37,2020,03/16/2020,2020-02-26,,Apple Inc.,purchase,"$15,001 - $50,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,2,2255969107000.0,-0.0653681894880638,-0.0441632786653787,-0.22029804654935595,0.0344780466249117,0.0044057386912421,0.3124215304848524,-0.1534597011262497,-0.1844826866983914,0.3222981306933997,0.0158636495370607,-0.0037785187055856,0.20406269708145222,-0.0956986898213955,-0.079665697030551,-0.16656693450388577,-0.0806132700826239,-0.054341262399597,-0.27294017031700135,0.07,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36,38,2020,03/08/2020,2020-02-28,joint,Apple Inc.,sale_full,"$250,001 - $500,000",Kim Schrier,WA08,False,AAPL,,Sale,5,2255969107000.0,-0.0931007130926513,-0.0460392252438883,-0.6040192610243773,-0.0573237144177536,-0.0061437536811748,-0.6568785534938755,0.0697614892362264,0.1251193208359565,-0.7105002001261589,0.0005849663858207,0.0082383273576926,-0.09822845919021223,0.1267848626987657,0.1149067485581605,0.15245182533599302,0.139538575340741,0.0982895026005421,0.5294187577439843,0.07,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,39,2020,03/08/2020,2020-02-28,joint,Apple Inc.,sale_full,"$100,001 - $250,000",Kim Schrier,WA08,False,AAPL,,Sale,4,2255969107000.0,-0.0931007130926513,-0.0460392252438883,-0.5523170576476878,-0.0573237144177536,-0.0061437536811748,-0.60065175617465,0.0697614892362264,0.1251193208359565,-0.6496835536771665,0.0005849663858207,0.0082383273576926,-0.08982040318580903,0.1267848626987657,0.1149067485581605,0.13940241484980828,0.139538575340741,0.0982895026005421,0.4841021295326712,0.07,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
