transaction_date,owner,asset_description,type_detailed,amount,senator,ticker,share_class,type,amount_discrete,return_1d,return_5d,return_1m,return_index_1d,return_index_5d,return_index_1m,return_abnormal_1d,return_abnormal_5d,return_abnormal_1m,Senator,Party,Born,Occupation(s),Assumed office,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
2020-04-14,Joint,Baxter International Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BAX,,Sale,2,0.015410764872521243,-0.020963172804532526,0.015070821529745038,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.008004363681724302,-0.05901962554993345,0.021652701212007575,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Exxon Mobil Corporation,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",XOM,,Sale,1,0.045958048550553965,0.03464529813810979,0.0030638699033702643,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.02254291999630842,-0.0034111546072911336,0.009645749585632801,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Stryker Corporation,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",SYK,,Sale,1,0.016249558127601316,-0.020069559267917203,-0.02274930155653121,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.00716557042664423,-0.05812601201331813,-0.016167421874268673,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,ConocoPhillips,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",COP,,Sale,1,0.055164319248826144,0.026115023474178378,-0.17165492957746475,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0317491906945806,-0.011941429271222548,-0.16507304989520222,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Fox Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",FOX,,Sale,2,0.032295271049596286,0.03690888119953872,0.03421760861207235,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.00888014249535074,-0.0011475715458622027,0.040799488294334885,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Cognizant Technology Solutions Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",CTSH,,Sale,2,0.039393378953208824,0.05696319585722209,0.06158683188459402,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.01597825039896328,0.018906743111821167,0.06816871156685655,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Arcosa, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",ACA,,Sale,1,0.0434146341463415,0.08292682926829265,0.21512195121951216,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.019999505592095956,0.04487037652289172,0.2217038309017747,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Apple Inc.,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",AAPL,,Sale,3,0.009127330051465932,0.06507573820155843,-0.07834879213895807,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.014287798502779614,0.027019285456157505,-0.07176691245669553,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Johnson &amp; Johnson,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",JNJ,,Sale,3,-0.011162089981510581,-0.024994795589947216,-0.011025131822228307,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.03457721853575613,-0.06305124833534814,-0.00444325213996577,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,The Walt Disney Company,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",DIS,,Sale,2,0.025087239460530042,0.05177779873620669,0.0011317551636329526,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016721109062844963,0.013721345990805767,0.0077136348458954895,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Cisco Systems, Inc.",Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",CSCO,,Sale,2,0.029453015427769902,0.052127162225339085,-0.02501168770453477,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.006037886873524356,0.01407070947993816,-0.01842980802227223,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Mondelez International, Inc.",Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",MDLZ,,Sale,2,0.014676206200697095,0.06292423408548886,0.09154283617684822,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.00873892235354845,0.024867781340087936,0.09812471585911076,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Extra Space Storage Inc.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",EXR,,Sale,2,0.027400125496758077,0.07111482953357051,0.11943108136373148,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.003984996942512531,0.033058376788169586,0.12601296104599402,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Verizon Communications Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",VZ,,Sale,2,0.020811833505332,0.02270381836945301,0.05555555555555558,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.0026032950489135454,-0.015352634375947916,0.06213743523781812,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Wells Fargo &amp; Company,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",WFC,,Sale,2,0.05765407554671964,0.11066931742876074,0.2027833001988072,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.034238946992474095,0.07261286468335981,0.20936517988106973,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Chevron Corporation,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",CVX,,Sale,2,0.025056139936177835,0.03510223377851318,-0.06429500059094662,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016410113819322891,-0.002954218966887745,-0.05771312090868408,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Self,Schlumberger Limited,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,SLB,,Sale,2,0.05212355212355202,0.05469755469755466,-0.03603603603603611,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.028708423569306474,0.016641101952153736,-0.029454156353773575,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-04-14,Joint,"DuPont de Nemours, Inc.",Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",DD,,Sale,3,0.07442102524069738,-0.016653655997918237,-0.1774655217278167,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.051005896686451835,-0.054710108743319164,-0.17088364204555417,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Berkshire Hathaway Inc.,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",BRK,B,Sale,4,0.02264947652119831,0.04903078677309014,0.11407696693272518,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.0007656520330472372,0.010974334027689214,0.12065884661498771,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Bank of America Corporation,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",BAC,,Sale,3,0.0648967551622418,0.08807416772018539,0.08512431521281072,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.04148162660799626,0.050017714974784466,0.09170619489507326,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Apple Inc.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",AAPL,,Sale,2,0.009127330051465932,0.06507573820155843,-0.07834879213895807,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.014287798502779614,0.027019285456157505,-0.07176691245669553,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,The Walt Disney Company,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",DIS,,Sale,4,0.025087239460530042,0.05177779873620669,0.0011317551636329526,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016721109062844963,0.013721345990805767,0.0077136348458954895,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Micron Technology, Inc.",Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",MU,,Sale,3,0.024989500209995796,0.130407391852163,0.03968920621587568,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0015743716557502507,0.09235093910676206,0.04627108589813822,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Merck &amp; Co., Inc.",Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",MRK,,Sale,3,0.00929502655721881,0.051665861902462584,0.033679381941091324,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.014120101997026735,0.013609409157061658,0.04026126162335386,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Lions Gate Entertainment Corp.,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",LGF,B,Sale,3,0.012307692307692353,-0.03846153846153855,-0.04923076923076919,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.011107436246553193,-0.07651799120693947,-0.04264888954850665,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Graphic Packaging Holding Company,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",GPK,,Sale,4,0.01761102603369069,-0.003062787136294043,0.016845329249617236,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.005804102520554855,-0.04111923988169497,0.023427208931879773,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,FedEx Corporation,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",FDX,,Sale,4,0.04141349536296768,0.03677646306363924,0.1276782858970259,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.017998366808722133,-0.001279989681761684,0.13426016557928844,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Devon Energy Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",DVN,,Sale,2,0.04829857299670681,0.006586169045005308,-0.27991218441273324,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.024883444442461267,-0.03147028370039562,-0.2733303047304707,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Delta Air Lines, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",DAL,,Sale,1,0.007742461287693514,0.05867970660146693,0.2102689486552567,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.01567266726655203,0.020623253856066004,0.21685082833751923,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"NIKE, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",NKE,,Sale,2,0.02778095346976095,0.025951754887389877,0.010517891848633831,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.004365824915515404,-0.012104697858011049,0.017099771530896368,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Albemarle Corporation,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",ALB,,Sale,3,0.0852701005025126,0.09139447236180909,0.062342964824120606,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.06185497194826706,0.05333801961640816,0.06892484450638314,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Urban Outfitters, Inc.",Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",URBN,,Sale,4,0.07208672086720858,0.08238482384823842,0.1495934959349593,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.04867159231296303,0.044328371102837494,0.15617537561722183,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"FireEye, Inc.",Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",FEYE,,Sale,4,0.04231830726770924,0.028518859245630024,-0.05059797608095673,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.018903178713463697,-0.009537593499770902,-0.04401609639869419,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Starbucks Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",SBUX,,Sale,2,0.015202931994027447,0.012895344102076822,-0.007058504140084132,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.008212196560218099,-0.025161108643324104,-0.000476624457821595,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,ViacomCBS Inc.,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",VIAC,,Sale,3,0.06576521204671171,0.06883835279655803,-0.054701905347265045,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.04235008349246616,0.030781900051157107,-0.04812002566500251,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Regions Financial Corporation,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",RF,,Sale,3,0.08201581027667981,0.12252964426877455,0.07707509881422914,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.05860068172243427,0.08447319152337363,0.08365697849649167,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"WPX Energy, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",WPX,,Sale,2,0.04285714285714304,0.014285714285714457,-0.2595238095238095,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.019442014302897492,-0.02377073845968647,-0.25294192984154695,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Pfizer Inc.,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",PFE,,Sale,4,0.012897914379802367,0.02250274423710208,-0.040614709110867286,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.010517214174443179,-0.015553708508298847,-0.03403282942860475,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Live Nation Entertainment, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",LYV,,Sale,2,0.08317445185891326,0.1308388941849381,0.0660152526215444,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.05975932330466771,0.09278244143953718,0.07259713230380693,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,General Motors Company,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",GM,,Sale,4,0.05744125326370764,0.07571801566579639,0.029155787641427455,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.03402612470946209,0.037661562920395464,0.03573766732368999,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Corning Incorporated,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",GLW,,Sale,4,0.034299516908212646,0.060869565217391175,0.0367149758454105,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0108843883539671,0.02281311247199025,0.04329685552767304,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"PepsiCo, Inc.",Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",PEP,,Sale,3,0.024349640487690838,0.05390166574434008,0.03843923688144768,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0009345119334452923,0.01584521299893915,0.04502111656371022,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,News Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",NWSA,,Sale,2,0.05151354221986182,0.10408921933085491,-0.13967073818374942,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.028098413665616273,0.06603276658545398,-0.13308885850148688,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Oracle Corporation,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",ORCL,,Sale,2,0.015555555555555656,0.049814814814814756,0.020185185185185195,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.00785957299868989,0.01175836206941383,0.026767064867447732,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Hanesbrands Inc.,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",HBI,,Sale,4,0.06124604012671597,0.08342133051742351,0.0992608236536432,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.03783091157247043,0.04536487777202258,0.10584270333590573,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Ralph Lauren Corporation,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",RL,,Sale,1,0.09045751633986931,0.10692810457516344,0.138954248366013,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.06704238778562377,0.06887165182976251,0.14553612804827554,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Self,The Kraft Heinz Company,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,KHC,,Sale,4,0.014059753954305698,-0.0007029876977153737,-0.012302284710017597,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.009355374599939847,-0.0387594404431163,-0.00572040502775506,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-04-14,Joint,Microsoft Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",MSFT,,Sale,2,0.0104778353483016,0.03385141047783535,-0.039320667818077304,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.012937293205943945,-0.004205042267565573,-0.03273878813581477,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Dow Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",DOW,,Sale,2,0.08877579869946284,0.1269437376307605,0.052586938083121315,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.06536067014521729,0.08888728488535957,0.05916881776538385,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Apple Inc.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",AAPL,,Sale,2,0.009127330051465932,0.06507573820155843,-0.07834879213895807,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.014287798502779614,0.027019285456157505,-0.07176691245669553,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Amazon.com, Inc.",Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",AMZN,,Sale,3,-0.01066861379622508,-0.01962057382520177,-0.0462177998549278,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.034083742350470625,-0.057677026570602696,-0.03963592017266526,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,The Walt Disney Company,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",DIS,,Sale,2,0.025087239460530042,0.05177779873620669,0.0011317551636329526,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016721109062844963,0.013721345990805767,0.0077136348458954895,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Booz Allen Hamilton Holding Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BAH,,Sale,2,0.013841286580543066,0.03124176113894017,0.07830213551278664,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.00957384197370248,-0.006814691606460754,0.08488401519504918,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Micron Technology, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",MU,,Sale,2,0.024989500209995796,0.130407391852163,0.03968920621587568,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0015743716557502507,0.09235093910676206,0.04627108589813822,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"Macy's, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",M,,Sale,2,0.07580645161290323,0.15806451612903227,0.19193548387096782,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.05239132305865768,0.12000806338363135,0.19851736355323035,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Wells Fargo &amp; Company,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",WFC,,Sale,1,0.05765407554671964,0.11066931742876074,0.2027833001988072,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.034238946992474095,0.07261286468335981,0.20936517988106973,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Chevron Corporation,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",CVX,,Sale,1,0.025056139936177835,0.03510223377851318,-0.06429500059094662,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016410113819322891,-0.002954218966887745,-0.05771312090868408,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Alphabet Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",GOOG,,Sale,2,0.005326071796696752,0.041670942881447015,-0.0684667249980968,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.018089056757548794,0.003614490136046089,-0.06188484531583427,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,"First Hawaiian, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",FHB,,Sale,1,0.059925093632958726,-0.010611735330836591,0.11360799001248445,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.03650996507871318,-0.04866818807623752,0.12018986969474699,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Booking Holdings Inc.,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",BKNG,,Sale,2,0.01711722572843688,0.07396066498432008,0.04616331232732229,0.023415128554245546,0.038056452745400926,-0.006581879682262537,-0.0062979028258086656,0.03590421223891915,0.05274519200958483,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,The Walt Disney Company,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",DIS,,Sale,2,0.025087239460530042,0.05177779873620669,0.0011317551636329526,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.0016721109062844963,0.013721345990805767,0.0077136348458954895,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Fox Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",FOXA,,Sale,2,0.030554507732931002,0.036589966050547096,0.027913994718974044,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.007139379178685457,-0.0014664866948538302,0.03449587440123658,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-04-14,Joint,Huntsman Corporation,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",HUN,,Sale,2,0.10170523751522542,0.09013398294762498,0.08647990255785631,0.023415128554245546,0.038056452745400926,-0.006581879682262537,0.07829010896097988,0.052077530202224054,0.09306178224011885,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
