transaction_date,owner,asset_description,type_detailed,amount,senator,ticker,share_class,type,amount_discrete,return_1d,return_5d,return_1m,return_index_1d,return_index_5d,return_index_1m,return_abnormal_1d,return_abnormal_5d,return_abnormal_1m,Senator,Party,Born,Occupation(s),Assumed office,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
2020-03-03,Spouse,Abbott Laboratories,Purchase,"$1,001 - $15,000",Shelley M Capito,ABT,,Purchase,1,0.05257084241569454,0.03705603282472114,0.018592127195794284,0.040507467443766654,-0.0468934978599399,-0.17498406338220562,0.012063374971927887,0.08394953068466104,0.1935761905779999,Shelley Moore Capito,Republican,1953-11-26,"College career counselor; Director, state Board of Regents educational information center",2015-01-03,67,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2020-03-03,Spouse,Johnson &amp; Johnson,Purchase,"$1,001 - $15,000",Shelley M Capito,JNJ,,Purchase,1,0.058190132015635276,0.04461980972048063,-0.01799550114315218,0.040507467443766654,-0.0468934978599399,-0.17498406338220562,0.017682664571868623,0.09151330758042053,0.15698856223905344,Shelley Moore Capito,Republican,1953-11-26,"College career counselor; Director, state Board of Regents educational information center",2015-01-03,67,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2020-03-04,Joint,The Kroger Co.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",KR,,Sale,1,-0.08107235142118863,0.011950904392764916,-0.042958656330749356,0.03378315546487409,0.13053776263176042,0.2204766619441726,-0.11485550688606272,-0.11858685823899551,-0.26343531827492195,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,0.05671010919337793,0.20147939415287064,0.294469883761888,0.03378315546487409,0.13053776263176042,0.2204766619441726,0.02292695372850384,0.07094163152111022,0.0739932218177154,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,General Motors Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr",GM,,Purchase,1,-0.045353631462099586,-0.17538851887091667,-0.42784649540120523,-0.03378315546487409,-0.13053776263176042,-0.2204766619441726,-0.011570475997225493,-0.04485075623915624,-0.20736983345703264,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,"Urban Outfitters, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",URBN,,Purchase,1,-0.07803738317757003,-0.25981308411214954,-0.40327102803738313,-0.03378315546487409,-0.13053776263176042,-0.2204766619441726,-0.04425422771269594,-0.12927532148038912,-0.18279436609321054,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,"Urban Outfitters, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",URBN,,Purchase,1,-0.07803738317757003,-0.25981308411214954,-0.40327102803738313,-0.03378315546487409,-0.13053776263176042,-0.2204766619441726,-0.04425422771269594,-0.12927532148038912,-0.18279436609321054,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,"Urban Outfitters, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",URBN,,Purchase,1,-0.07803738317757003,-0.25981308411214954,-0.40327102803738313,-0.03378315546487409,-0.13053776263176042,-0.2204766619441726,-0.04425422771269594,-0.12927532148038912,-0.18279436609321054,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Joint,The Kroger Co.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",KR,,Sale,1,-0.08107235142118863,0.011950904392764916,-0.042958656330749356,0.03378315546487409,0.13053776263176042,0.2204766619441726,-0.11485550688606272,-0.11858685823899551,-0.26343531827492195,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-04,Spouse,Wells Fargo &amp; Company,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",WFC,,Purchase,1,-0.06038647342995174,-0.21908212560386475,-0.36642512077294687,-0.03378315546487409,-0.13053776263176042,-0.2204766619441726,-0.026603317965077644,-0.08854436297210433,-0.14594845882877427,Mitch McConnell,Republican,1942-02-20,"Lawyer; U.S. Senate staff member; Deputy Assistant United States Attorney, U.S. Department of Justice Office of Legislative Affairs",1985-01-03,78,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2020-03-05,Joint,"Urban Outfitters, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",URBN,,Purchase,1,-0.03345159655347185,-0.25899645210339595,-0.2230106436898125,-0.01775392471565973,-0.18706726223837578,-0.13539632126904322,-0.01569767183781212,-0.07192918986502017,-0.08761432242076928,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-05,Joint,Berkshire Hathaway Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr",BRK,B,Purchase,2,-0.014261149776935933,-0.15787714596682878,-0.11351454280653983,-0.01775392471565973,-0.18706726223837578,-0.13539632126904322,0.003492774938723797,0.029190116271546995,0.021881778462503387,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-05,Joint,The Kroger Co.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",KR,,Sale,2,0.042724828204362075,0.12996713474753507,0.025097101882282535,0.01775392471565973,0.18706726223837578,0.13539632126904322,0.024970903488702345,-0.0571001274908407,-0.11029921938676068,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-05,Joint,"Urban Outfitters, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",URBN,,Purchase,1,-0.03345159655347185,-0.25899645210339595,-0.2230106436898125,-0.01775392471565973,-0.18706726223837578,-0.13539632126904322,-0.01569767183781212,-0.07192918986502017,-0.08761432242076928,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-05,Joint,Berkshire Hathaway Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr",BRK,B,Purchase,1,-0.014261149776935933,-0.15787714596682878,-0.11351454280653983,-0.01775392471565973,-0.18706726223837578,-0.13539632126904322,0.003492774938723797,0.029190116271546995,0.021881778462503387,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-06,Joint,Berkshire Hathaway Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr",BRK,B,Purchase,2,-0.06238469754345077,-0.04650941839013489,-0.10064083891639963,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.016093236301310987,0.05164563547122614,0.019514088144539476,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-06,Spouse,Apple Inc.,Purchase,"$15,001 - $50,000",Pat Roberts,AAPL,,Purchase,2,-0.07909210116596888,-0.0382659239525307,-0.10241154897415494,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,-0.0006141673212071153,0.05988912990883033,0.017743378086784167,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-03-06,Spouse,NVIDIA Corporation,Purchase,"$50,001 - $100,000",Pat Roberts,NVDA,,Purchase,3,-0.07743199979582016,-0.09472263213341481,-0.026349457737578685,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.0010459340489415991,0.003432421727946222,0.09380546932336042,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-03-06,Spouse,"Netflix, Inc.",Purchase,"$100,001 - $250,000",Pat Roberts,NFLX,,Purchase,4,-0.06092638967937791,-0.08855730818223717,0.008970919044908543,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.017551544165383848,0.009597745679123859,0.12912584610584765,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-03-06,Joint,Berkshire Hathaway Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr",BRK,B,Purchase,2,-0.06238469754345077,-0.04650941839013489,-0.10064083891639963,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.016093236301310987,0.05164563547122614,0.019514088144539476,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-06,Joint,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",BAC,,Sale,1,0.14702450408401402,0.060287825748735924,0.1388564760793466,0.07847793384476176,0.09815505386136103,0.12015492706093911,0.06854657023925226,-0.037867228112625106,0.018701549018407482,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-06,Joint,Booking Holdings Inc.,Purchase,"$15,001 - $50,000",Kelly Loeffler,BKNG,,Purchase,2,-0.05228611403121619,-0.11833087082602467,-0.14622010829829812,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.02619181981354557,-0.02017581696466364,-0.026065181237359014,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-06,Spouse,"Netflix, Inc.",Purchase,"$100,001 - $250,000",Pat Roberts,NFLX,,Purchase,4,-0.06092638967937791,-0.08855730818223717,0.008970919044908543,-0.07847793384476176,-0.09815505386136103,-0.12015492706093911,0.017551544165383848,0.009597745679123859,0.12912584610584765,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-03-09,Spouse,Walmart Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy,WMT,,Sale,1,-0.022447934448617257,0.08876749743939905,-0.03994537384772956,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.024911104860886546,0.06738337760326696,-0.05102833972945697,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,V.F. Corporation,Purchase,"$1,001 - $15,000",William Cassidy,VFC,,Purchase,1,0.04439814072768056,-0.10690815835871137,-0.07052412245552164,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,-0.002960898581823246,-0.08552403852257928,-0.05944115657379423,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Phillips 66,Purchase,"$1,001 - $15,000",William Cassidy,PSX,,Purchase,1,0.02045417941697525,-0.22258012562409402,0.025930101465614364,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,-0.026904859892528554,-0.20119600578796193,0.03701306734734178,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,3M Company,Purchase,"$1,001 - $15,000",William Cassidy,MMM,,Purchase,1,0.06413994169096227,-0.09128141052339311,0.03422192142162994,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,0.016780902381458462,-0.06989729068726103,0.045304887303357355,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Self,Citigroup Inc.,Sale (Full),"$50,001 - $100,000",James M Inhofe,C,,Sale,3,-0.08195444812147179,0.1981701382129648,0.13840763091298425,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.03459540881196799,0.17678601837683272,0.12732466503125683,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-03-09,Spouse,Dow Inc.,Purchase,"$1,001 - $15,000",William Cassidy,DOW,,Purchase,1,0.02849656075990814,-0.27939731411726176,0.13953488372093026,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,-0.018862478549595663,-0.2580131942811297,0.15061784960265767,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,AT&amp;T Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy,T,,Sale,1,-0.033439031421159005,0.08302104352839434,0.13836840588065713,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.013920007888344799,0.06163692369226226,0.12728543999892972,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Johnson &amp; Johnson,Purchase,"$1,001 - $15,000",William Cassidy,JNJ,,Purchase,1,0.038111990618586944,-0.06823512166520085,0.04998526824978011,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,-0.00924704869091686,-0.04685100182906876,0.061068234131507526,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Joint,"The TJX Companies, Inc.",Sale (Full),"$15,001 - $50,000",Kelly Loeffler,TJX,,Sale,2,-0.013461538461538414,0.2823426573426574,0.14143356643356653,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.03389750084796539,0.2609585375065253,0.1303506005518391,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-09,Spouse,Amgen Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy,AMGN,,Sale,1,-0.04249634521348988,0.048848162524575245,-0.10495538639915303,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.00486269409601392,0.027464042688443158,-0.11603835228088044,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Apple Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy,AAPL,,Sale,1,-0.0720216000292444,0.09001765450585508,0.00037569972665196794,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.0246625607197406,0.068633534669723,-0.010707266155075446,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,"BlackRock, Inc.",Sale (Partial),"$1,001 - $15,000",William Cassidy,BLK,,Sale,1,-0.09543922351640233,0.14732347325067496,-0.07627500354943795,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.048080184206898524,0.12593935341454288,-0.08735796943116536,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Joint,Berkshire Hathaway Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr",BRK,B,Purchase,1,0.04970745093978146,-0.0795319215036503,-0.010977113861129872,0.0473590393095038,-0.021384119836132087,-0.011082965881727413,0.002348411630277658,-0.058147801667518206,0.00010585202059754106,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-09,Joint,Helen of Troy Limited,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,HELE,,Sale,3,-0.011880093935626501,0.2134963392733803,0.03294660864760335,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.0354789453738773,0.1921122194372482,0.021863642765875935,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-09,Spouse,Emerson Electric Co.,Sale (Partial),"$1,001 - $15,000",William Cassidy,EMR,,Sale,1,-0.06949960285941215,0.06751389992057188,-0.034551231135822036,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.022140563549908343,0.0461297800844398,-0.04563419701754945,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Medtronic plc,Sale (Partial),"$1,001 - $15,000",William Cassidy,MDT,,Sale,1,-0.042857142857142705,0.16201298701298694,-0.07445887445887434,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.004501896452361098,0.14062886717685485,-0.08554184034060175,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Microsoft Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy,MSFT,,Sale,1,-0.06838401274731098,0.10091621298632336,-0.09633514805470722,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.021024973437807182,0.07953209315019127,-0.10741811393643463,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,The Procter &amp; Gamble Company,Sale (Partial),"$1,001 - $15,000",William Cassidy,PG,,Sale,1,-0.038686886093399986,0.06513872135102539,0.00827158366362235,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.008672153216103817,0.0437546015148933,-0.002811382218105063,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,"T. Rowe Price Group, Inc.",Sale (Partial),"$1,001 - $15,000",William Cassidy,TROW,,Sale,1,-0.08828637591663457,0.058761096101891175,-0.01804322655345425,-0.0473590393095038,0.021384119836132087,0.011082965881727413,-0.04092733660713077,0.03737697626575909,-0.029126192435181664,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-03-09,Spouse,Walmart Inc.,Sale (Full),"$1,001 - $15,000",Pat Roberts,WMT,,Sale,1,-0.022447934448617257,0.08876749743939905,-0.03994537384772956,-0.0473590393095038,0.021384119836132087,0.011082965881727413,0.024911104860886546,0.06738337760326696,-0.05102833972945697,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-03-10,Joint,GrafTech International Ltd.,Purchase,"$1,001 - $15,000","David A Perdue , Jr",EAF,,Purchase,1,-0.08684210526315783,0.05263157894736836,0.14605263157894743,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,-0.03603503240266237,0.18589564076622322,0.18516715053008115,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-10,Joint,News Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr",NWSA,,Purchase,1,-0.06574074074074077,0.007407407407407307,-0.12129629629629635,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,-0.014933667880245305,0.14067146922626217,-0.08218177734516263,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-10,Joint,"Macy's, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",M,,Purchase,1,-0.08309178743961343,-0.3526570048309179,-0.3565217391304347,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,-0.03228471457911797,-0.21939294301206302,-0.317407220179301,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-10,Joint,"MSC Industrial Direct Co., Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",MSM,,Purchase,1,-0.007440476190476164,0.06436011904761907,0.1199776785714286,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.0433665966700193,0.19762418086647393,0.15909219752256232,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-10,Joint,Fox Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr",FOXA,,Purchase,1,-0.04568876674682232,-0.13637925111645477,-0.10717966334592932,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.005118306113673143,-0.0031151892975999074,-0.06806514439479561,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-10,Joint,Halliburton Company,Purchase,"$1,001 - $15,000",Jerry Moran,HAL,,Purchase,1,-0.09584295612009242,-0.2909930715935335,-0.051963048498845144,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,-0.045035883259596954,-0.15772900977467863,-0.01284852954771143,Jerry Moran,Republican,1954-05-29,Banker; Lawyer,2011-01-03,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2020-03-10,Self,Exxon Mobil Corporation,Purchase,"$1,001 - $15,000",Jerry Moran,XOM,,Purchase,1,-0.03294171849804195,-0.15203870076019343,-0.006450126698917202,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.01786535436245351,-0.018774638941338573,0.03266439225221651,Jerry Moran,Republican,1954-05-29,Banker; Lawyer,2011-01-03,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2020-03-10,Self,Berkshire Hathaway Inc.,Purchase,"$1,001 - $15,000",Jerry Moran,BRK,B,Purchase,1,-0.039905292753909194,-0.0746312336605337,-0.043851428007694926,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.010901780106586267,0.05863282815832116,-0.0047369090565612115,Jerry Moran,Republican,1954-05-29,Banker; Lawyer,2011-01-03,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2020-03-10,Self,Vanguard FTSE Emerging Markets Index Fund ETF Shar,Sale (Partial),"$15,001 - $50,000",Jerry Moran,VWO,,Sale,2,0.04334444729417808,0.13977943062323683,0.10695050012823804,0.05080707286049546,0.13326406181885486,0.039114518951133714,-0.007462625566317382,0.006515368804381971,0.06783598117710432,Jerry Moran,Republican,1954-05-29,Banker; Lawyer,2011-01-03,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2020-03-10,Spouse,Chevron Corporation,Purchase,"$100,001 - $250,000",Kelly Loeffler,CVX,,Purchase,4,-0.022946575664862356,-0.16815721346199108,-0.007884208048952734,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.027860497195633105,-0.03489315164313622,0.03123031090218098,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-10,Spouse,"DuPont de Nemours, Inc.",Purchase,"$1,001 - $15,000",Kelly Loeffler,DD,,Purchase,1,-0.038300104931794365,-0.055351521511017854,0.06977964323189934,-0.05080707286049546,-0.13326406181885486,-0.039114518951133714,0.012506967928701096,0.07791254030783701,0.10889416218303305,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-10,Joint,Booking Holdings Inc.,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,BKNG,,Sale,2,0.07472738935214884,0.12234765234124445,0.08874919178960872,0.05080707286049546,0.13326406181885486,0.039114518951133714,0.02392031649165338,-0.010916409477610411,0.049634672838475,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-11,Spouse,"Intercontinental Exchange, Inc.",Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,ICE,,Sale,7,0.12285382830626457,0.18700696055684463,0.011832946635730757,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,0.026250515293914756,0.04679217468213004,0.012355126706067754,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-11,Self,Cognex Corporation,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,CGNX,,Sale,2,0.010406091370558257,-0.16725888324873095,-0.15253807106598982,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,-0.08619722164179155,-0.30747366912344554,-0.15201589099565282,Sheldon Whitehouse,Democratic,1955-10-20,Lawyer; United States Attorney,2007-01-03,65,13,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-11,Self,"Intercontinental Exchange, Inc.",Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,ICE,,Sale,7,0.12285382830626457,0.18700696055684463,0.011832946635730757,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,0.026250515293914756,0.04679217468213004,0.012355126706067754,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-11,Joint,Booking Holdings Inc.,Sale (Full),"$1,001 - $15,000",Kelly Loeffler,BKNG,,Sale,1,0.11237433622183701,0.14471403812824957,0.014897740034662044,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,0.0157710232094872,0.00449925225353498,0.01541992010499904,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-03-11,Joint,"Genesis Energy, L.P.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",GEL,,Sale,1,0.19723183391003474,0.46712802768166095,0.11418685121107264,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,0.10062852089768493,0.32691324180694636,0.11470903128140963,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020-03-11,Self,"Illumina, Inc.",Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,ILMN,,Sale,1,0.09239458121192556,0.14962802933328034,-0.1765782763537369,0.09660331301234981,0.1402147858747146,-0.0005221800703369972,-0.004208731800424248,0.009413243458565757,-0.1760560962833999,Sheldon Whitehouse,Democratic,1955-10-20,Lawyer; United States Attorney,2007-01-03,65,13,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
