gvkey,permno,adate,qdate,public_date,bm,TICKER,cusip
007241,17005,2019/12/31,2019/12/31,2020/03/31,0.736,CVS,12665010
007241,17005,2019/12/31,2019/12/31,2020/04/30,0.736,CVS,12665010
007241,17005,2019/12/31,2020/03/31,2020/05/31,0.933,CVS,12665010
007241,17005,2019/12/31,2020/03/31,2020/06/30,0.933,CVS,12665010
007241,17005,2019/12/31,2020/03/31,2020/07/31,0.933,CVS,12665010
007241,17005,2019/12/31,2020/06/30,2020/08/31,0.885,CVS,12665010
007241,17005,2019/12/31,2020/06/30,2020/09/30,0.885,CVS,12665010
007241,17005,2019/12/31,2020/06/30,2020/10/31,0.885,CVS,12665010
007241,17005,2019/12/31,2020/09/30,2020/11/30,0.995,CVS,12665010
007241,17005,2019/12/31,2020/09/30,2020/12/31,0.995,CVS,12665010
032528,17043,2018/12/31,2019/09/30,2019/11/30,0.314,FNKO,36100810
032528,17043,2018/12/31,2019/09/30,2019/12/31,0.314,FNKO,36100810
032528,17043,2018/12/31,2019/09/30,2020/01/31,0.314,FNKO,36100810
032528,17043,2019/12/31,2019/12/31,2020/02/29,0.377,FNKO,36100810
032528,17043,2019/12/31,2019/12/31,2020/03/31,0.377,FNKO,36100810
032528,17043,2019/12/31,2019/12/31,2020/04/30,0.377,FNKO,36100810
032528,17043,2019/12/31,2020/03/31,2020/05/31,1.595,FNKO,36100810
032528,17043,2019/12/31,2020/03/31,2020/06/30,1.595,FNKO,36100810
032528,17043,2019/12/31,2020/03/31,2020/07/31,1.595,FNKO,36100810
032528,17043,2019/12/31,2020/06/30,2020/08/31,1.050,FNKO,36100810
032528,17043,2019/12/31,2020/06/30,2020/09/30,1.050,FNKO,36100810
032528,17043,2019/12/31,2020/06/30,2020/10/31,1.050,FNKO,36100810
032528,17043,2019/12/31,2020/09/30,2020/11/30,1.117,FNKO,36100810
032528,17043,2019/12/31,2020/09/30,2020/12/31,1.117,FNKO,36100810
005071,17144,2019/05/31,2019/08/31,2019/11/30,0.288,GIS,37033410
005071,17144,2019/05/31,2019/08/31,2019/12/31,0.288,GIS,37033410
005071,17144,2019/05/31,2019/11/30,2020/01/31,0.302,GIS,37033410
005071,17144,2019/05/31,2019/11/30,2020/02/29,0.302,GIS,37033410
005071,17144,2019/05/31,2019/11/30,2020/03/31,0.302,GIS,37033410
005071,17144,2019/05/31,2020/02/29,2020/04/30,0.323,GIS,37033410
005071,17144,2019/05/31,2020/02/29,2020/05/31,0.323,GIS,37033410
005071,17144,2019/05/31,2020/02/29,2020/06/30,0.323,GIS,37033410
005071,17144,2020/05/31,2020/05/31,2020/07/31,0.260,GIS,37033410
005071,17144,2020/05/31,2020/05/31,2020/08/31,0.260,GIS,37033410
005071,17144,2020/05/31,2020/05/31,2020/09/30,0.260,GIS,37033410
005071,17144,2020/05/31,2020/08/31,2020/10/31,0.265,GIS,37033410
005071,17144,2020/05/31,2020/08/31,2020/11/30,0.265,GIS,37033410
005071,17144,2020/05/31,2020/08/31,2020/12/31,0.265,GIS,37033410
032935,17315,2018/12/31,2019/09/30,2019/11/30,0.148,CDLX,14161W10
032935,17315,2018/12/31,2019/09/30,2019/12/31,0.148,CDLX,14161W10
032935,17315,2018/12/31,2019/09/30,2020/01/31,0.148,CDLX,14161W10
032935,17315,2019/12/31,2019/12/31,2020/02/29,0.086,CDLX,14161W10
032935,17315,2019/12/31,2019/12/31,2020/03/31,0.086,CDLX,14161W10
032935,17315,2019/12/31,2019/12/31,2020/04/30,0.086,CDLX,14161W10
032935,17315,2019/12/31,2020/03/31,2020/05/31,0.148,CDLX,14161W10
032935,17315,2019/12/31,2020/03/31,2020/06/30,0.148,CDLX,14161W10
032935,17315,2019/12/31,2020/03/31,2020/07/31,0.148,CDLX,14161W10
032935,17315,2019/12/31,2020/06/30,2020/08/31,0.068,CDLX,14161W10
032935,17315,2019/12/31,2020/06/30,2020/09/30,0.068,CDLX,14161W10
032935,17315,2019/12/31,2020/06/30,2020/10/31,0.068,CDLX,14161W10
032935,17315,2019/12/31,2020/09/30,2020/11/30,0.078,CDLX,14161W10
032935,17315,2019/12/31,2020/09/30,2020/12/31,0.078,CDLX,14161W10
061153,17672,2018/12/31,2019/09/30,2019/11/30,,EAF,38431350
061153,17672,2018/12/31,2019/09/30,2019/12/31,,EAF,38431350
061153,17672,2018/12/31,2019/09/30,2020/01/31,,EAF,38431350
061153,17672,2019/12/31,2019/12/31,2020/02/29,,EAF,38431350
061153,17672,2019/12/31,2019/12/31,2020/03/31,,EAF,38431350
061153,17672,2019/12/31,2019/12/31,2020/04/30,,EAF,38431350
061153,17672,2019/12/31,2020/03/31,2020/05/31,,EAF,38431350
061153,17672,2019/12/31,2020/03/31,2020/06/30,,EAF,38431350
061153,17672,2019/12/31,2020/03/31,2020/07/31,,EAF,38431350
061153,17672,2019/12/31,2020/06/30,2020/08/31,,EAF,38431350
061153,17672,2019/12/31,2020/06/30,2020/09/30,,EAF,38431350
061153,17672,2019/12/31,2020/06/30,2020/10/31,,EAF,38431350
061153,17672,2019/12/31,2020/09/30,2020/11/30,,EAF,38431350
061153,17672,2019/12/31,2020/09/30,2020/12/31,,EAF,38431350
033301,17685,2019/01/31,2019/07/31,2019/11/30,0.063,DOCU,25616310
033301,17685,2019/01/31,2019/10/31,2019/12/31,0.048,DOCU,25616310
033301,17685,2019/01/31,2019/10/31,2020/01/31,0.048,DOCU,25616310
033301,17685,2019/01/31,2019/10/31,2020/02/29,0.048,DOCU,25616310
033301,17685,2020/01/31,2020/01/31,2020/03/31,0.039,DOCU,25616310
033301,17685,2020/01/31,2020/01/31,2020/04/30,0.039,DOCU,25616310
033301,17685,2020/01/31,2020/01/31,2020/05/31,0.039,DOCU,25616310
033301,17685,2020/01/31,2020/04/30,2020/06/30,0.027,DOCU,25616310
033301,17685,2020/01/31,2020/04/30,2020/07/31,0.027,DOCU,25616310
033301,17685,2020/01/31,2020/04/30,2020/08/31,0.027,DOCU,25616310
033301,17685,2020/01/31,2020/07/31,2020/09/30,0.013,DOCU,25616310
033301,17685,2020/01/31,2020/07/31,2020/10/31,0.013,DOCU,25616310
033301,17685,2020/01/31,2020/07/31,2020/11/30,0.013,DOCU,25616310
033301,17685,2020/01/31,2020/10/31,2020/12/31,0.012,DOCU,25616310
002176,17778,2018/12/31,2019/09/30,2019/11/30,0.781,BRK,08467010
002176,17778,2018/12/31,2019/09/30,2019/12/31,0.781,BRK,08467010
002176,17778,2018/12/31,2019/09/30,2020/01/31,0.781,BRK,08467010
002176,17778,2019/12/31,2019/12/31,2020/02/29,0.889,BRK,08467010
002176,17778,2019/12/31,2019/12/31,2020/03/31,0.889,BRK,08467010
002176,17778,2019/12/31,2019/12/31,2020/04/30,0.889,BRK,08467010
002176,17778,2019/12/31,2020/03/31,2020/05/31,0.836,BRK,08467010
002176,17778,2019/12/31,2020/03/31,2020/06/30,0.836,BRK,08467010
002176,17778,2019/12/31,2020/03/31,2020/07/31,0.836,BRK,08467010
002176,17778,2019/12/31,2020/06/30,2020/08/31,0.918,BRK,08467010
002176,17778,2019/12/31,2020/06/30,2020/09/30,0.918,BRK,08467010
002176,17778,2019/12/31,2020/06/30,2020/10/31,0.918,BRK,08467010
002176,17778,2019/12/31,2020/09/30,2020/11/30,0.828,BRK,08467010
002176,17778,2019/12/31,2020/09/30,2020/12/31,0.828,BRK,08467010
033533,17790,2018/12/31,2019/09/30,2019/11/30,,EVOP,26927E10
033533,17790,2018/12/31,2019/09/30,2019/12/31,,EVOP,26927E10
033533,17790,2018/12/31,2019/09/30,2020/01/31,,EVOP,26927E10
033533,17790,2019/12/31,2019/12/31,2020/02/29,,EVOP,26927E10
033533,17790,2019/12/31,2019/12/31,2020/03/31,,EVOP,26927E10
033533,17790,2019/12/31,2019/12/31,2020/04/30,,EVOP,26927E10
033533,17790,2019/12/31,2020/03/31,2020/05/31,,EVOP,26927E10
033533,17790,2019/12/31,2020/03/31,2020/06/30,,EVOP,26927E10
033533,17790,2019/12/31,2020/03/31,2020/07/31,,EVOP,26927E10
033533,17790,2019/12/31,2020/06/30,2020/08/31,,EVOP,26927E10
033533,17790,2019/12/31,2020/06/30,2020/09/30,,EVOP,26927E10
033533,17790,2019/12/31,2020/06/30,2020/10/31,,EVOP,26927E10
033533,17790,2019/12/31,2020/09/30,2020/11/30,,EVOP,26927E10
033533,17790,2019/12/31,2020/09/30,2020/12/31,,EVOP,26927E10
018875,17812,2018/12/31,2019/09/30,2019/11/30,0.083,EXPI,30212W10
018875,17812,2018/12/31,2019/09/30,2019/12/31,0.083,EXPI,30212W10
018875,17812,2018/12/31,2019/09/30,2020/01/31,0.083,EXPI,30212W10
018875,17812,2019/12/31,2019/12/31,2020/02/29,0.070,EXPI,30212W10
018875,17812,2019/12/31,2019/12/31,2020/03/31,0.070,EXPI,30212W10
018875,17812,2019/12/31,2019/12/31,2020/04/30,0.070,EXPI,30212W10
018875,17812,2019/12/31,2020/03/31,2020/05/31,0.098,EXPI,30212W10
018875,17812,2019/12/31,2020/03/31,2020/06/30,0.098,EXPI,30212W10
018875,17812,2019/12/31,2020/03/31,2020/07/31,0.098,EXPI,30212W10
018875,17812,2019/12/31,2020/06/30,2020/08/31,0.067,EXPI,30212W10
018875,17812,2019/12/31,2020/06/30,2020/09/30,0.067,EXPI,30212W10
018875,17812,2019/12/31,2020/06/30,2020/10/31,0.067,EXPI,30212W10
018875,17812,2019/12/31,2020/09/30,2020/11/30,0.039,EXPI,30212W10
018875,17812,2019/12/31,2020/09/30,2020/12/31,0.039,EXPI,30212W10
010983,17830,2018/12/31,2019/09/30,2019/11/30,0.343,UTX,91301710
010983,17830,2018/12/31,2019/09/30,2019/12/31,0.343,UTX,91301710
010983,17830,2018/12/31,2019/09/30,2020/01/31,0.343,UTX,91301710
010983,17830,2019/12/31,2019/12/31,2020/02/29,0.352,UTX,91301710
010983,17830,2019/12/31,2019/12/31,2020/03/31,0.352,UTX,91301710
010983,17830,2019/12/31,2019/12/31,2020/04/30,0.352,UTX,91301710
010983,17830,2019/12/31,2020/03/31,2020/05/31,0.482,UTX,91301710
010983,17830,2019/12/31,2020/03/31,2020/06/30,0.482,UTX,91301710
010983,17830,2019/12/31,2020/03/31,2020/07/31,0.482,UTX,91301710
010983,17830,2019/12/31,2020/06/30,2020/08/31,0.714,RTX,75513E10
010983,17830,2019/12/31,2020/06/30,2020/09/30,0.714,RTX,75513E10
010983,17830,2019/12/31,2020/06/30,2020/10/31,0.714,RTX,75513E10
010983,17830,2019/12/31,2020/09/30,2020/11/30,0.782,RTX,75513E10
010983,17830,2019/12/31,2020/09/30,2020/12/31,0.782,RTX,75513E10
033493,17907,2018/12/31,2019/09/30,2019/11/30,0.787,VTIQ,92243N10
033493,17907,2018/12/31,2019/09/30,2019/12/31,0.787,VTIQ,92243N10
033493,17907,2018/12/31,2019/09/30,2020/01/31,0.787,VTIQ,92243N10
033493,17907,2019/12/31,2019/12/31,2020/02/29,0.779,VTIQ,92243N10
033493,17907,2019/12/31,2019/12/31,2020/03/31,0.779,VTIQ,92243N10
033493,17907,2019/12/31,2019/12/31,2020/04/30,0.779,VTIQ,92243N10
036565,17907,,2020/03/31,2020/05/31,,VTIQ,92243N10
033493,17907,2019/12/31,2020/03/31,2020/05/31,0.755,VTIQ,92243N10
036565,17907,,2020/03/31,2020/06/30,,VTIQ,92243N10
033493,17907,2019/12/31,2020/03/31,2020/06/30,0.755,VTIQ,92243N10
036565,17907,,2020/03/31,2020/07/31,,VTIQ,92243N10
033493,17907,2019/12/31,2020/03/31,2020/07/31,0.755,VTIQ,92243N10
036565,17907,,2020/06/30,2020/08/31,0.036,NKLA,65411010
033493,17907,2019/12/31,2020/03/31,2020/08/31,0.755,VTIQ,92243N10
036565,17907,,2020/06/30,2020/09/30,0.036,NKLA,65411010
033493,17907,2019/12/31,2020/03/31,2020/09/30,0.755,VTIQ,92243N10
036565,17907,,2020/06/30,2020/10/31,0.036,NKLA,65411010
033493,17907,2019/12/31,2020/03/31,2020/10/31,0.755,VTIQ,92243N10
036565,17907,,2020/09/30,2020/11/30,0.137,NKLA,65411010
033493,17907,2019/12/31,2020/03/31,2020/11/30,0.755,VTIQ,92243N10
036565,17907,,2020/09/30,2020/12/31,0.137,NKLA,65411010
033493,17907,2019/12/31,2020/03/31,2020/12/31,0.755,VTIQ,92243N10
013431,17956,2018/12/31,2019/09/30,2019/11/30,1.401,BRY,08579X10
013431,17956,2018/12/31,2019/09/30,2019/12/31,1.401,BRY,08579X10
013431,17956,2018/12/31,2019/09/30,2020/01/31,1.401,BRY,08579X10
013431,17956,2019/12/31,2019/12/31,2020/02/29,1.309,BRY,08579X10
013431,17956,2019/12/31,2019/12/31,2020/03/31,1.309,BRY,08579X10
013431,17956,2019/12/31,2019/12/31,2020/04/30,1.309,BRY,08579X10
013431,17956,2019/12/31,2020/03/31,2020/05/31,4.606,BRY,08579X10
013431,17956,2019/12/31,2020/03/31,2020/06/30,4.606,BRY,08579X10
013431,17956,2019/12/31,2020/03/31,2020/07/31,4.606,BRY,08579X10
013431,17956,2019/12/31,2020/06/30,2020/08/31,2.078,BRY,08579X10
013431,17956,2019/12/31,2020/06/30,2020/09/30,2.078,BRY,08579X10
013431,17956,2019/12/31,2020/06/30,2020/10/31,2.078,BRY,08579X10
013431,17956,2019/12/31,2020/09/30,2020/11/30,3.095,BRY,08579X10
013431,17956,2019/12/31,2020/09/30,2020/12/31,3.095,BRY,08579X10
034053,18142,2018/12/31,2019/09/30,2019/11/30,0.893,REZI,76118Y10
034053,18142,2018/12/31,2019/09/30,2019/12/31,0.893,REZI,76118Y10
034053,18142,2018/12/31,2019/09/30,2020/01/31,0.893,REZI,76118Y10
034053,18142,2019/12/31,2019/12/31,2020/02/29,1.093,REZI,76118Y10
034053,18142,2019/12/31,2019/12/31,2020/03/31,1.093,REZI,76118Y10
034053,18142,2019/12/31,2019/12/31,2020/04/30,1.093,REZI,76118Y10
034053,18142,2019/12/31,2020/03/31,2020/05/31,2.552,REZI,76118Y10
034053,18142,2019/12/31,2020/03/31,2020/06/30,2.552,REZI,76118Y10
034053,18142,2019/12/31,2020/03/31,2020/07/31,2.552,REZI,76118Y10
034053,18142,2019/12/31,2020/06/30,2020/08/31,1.033,REZI,76118Y10
034053,18142,2019/12/31,2020/06/30,2020/09/30,1.033,REZI,76118Y10
034053,18142,2019/12/31,2020/06/30,2020/10/31,1.033,REZI,76118Y10
034053,18142,2019/12/31,2020/09/30,2020/11/30,1.182,REZI,76118Y10
034053,18142,2019/12/31,2020/09/30,2020/12/31,1.182,REZI,76118Y10
328795,18144,2018/12/31,2019/09/30,2019/11/30,1.107,ACA,03965310
328795,18144,2018/12/31,2019/09/30,2019/12/31,1.107,ACA,03965310
328795,18144,2018/12/31,2019/09/30,2020/01/31,1.107,ACA,03965310
328795,18144,2019/12/31,2019/12/31,2020/02/29,0.863,ACA,03965310
328795,18144,2019/12/31,2019/12/31,2020/03/31,0.863,ACA,03965310
328795,18144,2019/12/31,2019/12/31,2020/04/30,0.863,ACA,03965310
328795,18144,2019/12/31,2020/03/31,2020/05/31,1.000,ACA,03965310
328795,18144,2019/12/31,2020/03/31,2020/06/30,1.000,ACA,03965310
328795,18144,2019/12/31,2020/03/31,2020/07/31,1.000,ACA,03965310
328795,18144,2019/12/31,2020/06/30,2020/08/31,0.956,ACA,03965310
328795,18144,2019/12/31,2020/06/30,2020/09/30,0.956,ACA,03965310
328795,18144,2019/12/31,2020/06/30,2020/10/31,0.956,ACA,03965310
328795,18144,2019/12/31,2020/09/30,2020/11/30,0.934,ACA,03965310
328795,18144,2019/12/31,2020/09/30,2020/12/31,0.934,ACA,03965310
008762,18163,2019/06/30,2019/09/30,2019/11/30,0.171,PG,74271810
008762,18163,2019/06/30,2019/09/30,2019/12/31,0.171,PG,74271810
008762,18163,2019/06/30,2019/09/30,2020/01/31,0.171,PG,74271810
008762,18163,2019/06/30,2019/12/31,2020/02/29,0.169,PG,74271810
008762,18163,2019/06/30,2019/12/31,2020/03/31,0.169,PG,74271810
008762,18163,2019/06/30,2019/12/31,2020/04/30,0.169,PG,74271810
008762,18163,2019/06/30,2020/03/31,2020/05/31,0.191,PG,74271810
008762,18163,2019/06/30,2020/03/31,2020/06/30,0.191,PG,74271810
008762,18163,2019/06/30,2020/03/31,2020/07/31,0.191,PG,74271810
008762,18163,2020/06/30,2020/06/30,2020/08/31,0.175,PG,74271810
008762,18163,2020/06/30,2020/06/30,2020/09/30,0.175,PG,74271810
008762,18163,2020/06/30,2020/06/30,2020/10/31,0.175,PG,74271810
008762,18163,2020/06/30,2020/09/30,2020/11/30,0.159,PG,74271810
008762,18163,2020/06/30,2020/09/30,2020/12/31,0.159,PG,74271810
009850,18411,2018/12/31,2019/09/30,2019/11/30,0.580,SO,84258710
009850,18411,2018/12/31,2019/09/30,2019/12/31,0.580,SO,84258710
009850,18411,2018/12/31,2019/09/30,2020/01/31,0.580,SO,84258710
009850,18411,2019/12/31,2019/12/31,2020/02/29,0.562,SO,84258710
009850,18411,2019/12/31,2019/12/31,2020/03/31,0.562,SO,84258710
009850,18411,2019/12/31,2019/12/31,2020/04/30,0.562,SO,84258710
009850,18411,2019/12/31,2020/03/31,2020/05/31,0.672,SO,84258710
009850,18411,2019/12/31,2020/03/31,2020/06/30,0.672,SO,84258710
009850,18411,2019/12/31,2020/03/31,2020/07/31,0.672,SO,84258710
009850,18411,2019/12/31,2020/06/30,2020/08/31,0.698,SO,84258710
009850,18411,2019/12/31,2020/06/30,2020/09/30,0.698,SO,84258710
009850,18411,2019/12/31,2020/06/30,2020/10/31,0.698,SO,84258710
009850,18411,2019/12/31,2020/09/30,2020/11/30,0.679,SO,84258710
009850,18411,2019/12/31,2020/09/30,2020/12/31,0.679,SO,84258710
034636,18420,2019/06/30,2019/09/30,2019/11/30,0.527,FOXA,35137L10
034636,18420,2019/06/30,2019/09/30,2019/12/31,0.527,FOXA,35137L10
034636,18420,2019/06/30,2019/09/30,2020/01/31,0.527,FOXA,35137L10
034636,18420,2019/06/30,2019/12/31,2020/02/29,0.457,FOXA,35137L10
034636,18420,2019/06/30,2019/12/31,2020/03/31,0.457,FOXA,35137L10
034636,18420,2019/06/30,2019/12/31,2020/04/30,0.457,FOXA,35137L10
034636,18420,2019/06/30,2020/03/31,2020/05/31,0.709,FOXA,35137L10
034636,18420,2019/06/30,2020/03/31,2020/06/30,0.709,FOXA,35137L10
034636,18420,2019/06/30,2020/03/31,2020/07/31,0.709,FOXA,35137L10
034636,18420,2020/06/30,2020/06/30,2020/08/31,0.623,FOXA,35137L10
034636,18420,2020/06/30,2020/06/30,2020/09/30,0.623,FOXA,35137L10
034636,18420,2020/06/30,2020/06/30,2020/10/31,0.623,FOXA,35137L10
034636,18420,2020/06/30,2020/09/30,2020/11/30,0.650,FOXA,35137L10
034636,18420,2020/06/30,2020/09/30,2020/12/31,0.650,FOXA,35137L10
034443,18428,2018/12/31,2019/09/30,2019/11/30,0.503,DOW,26055710
034443,18428,2018/12/31,2019/09/30,2019/12/31,0.503,DOW,26055710
034443,18428,2018/12/31,2019/09/30,2020/01/31,0.503,DOW,26055710
034443,18428,2019/12/31,2019/12/31,2020/02/29,0.342,DOW,26055710
034443,18428,2019/12/31,2019/12/31,2020/03/31,0.342,DOW,26055710
034443,18428,2019/12/31,2019/12/31,2020/04/30,0.342,DOW,26055710
034443,18428,2019/12/31,2020/03/31,2020/05/31,0.612,DOW,26055710
034443,18428,2019/12/31,2020/03/31,2020/06/30,0.612,DOW,26055710
034443,18428,2019/12/31,2020/03/31,2020/07/31,0.612,DOW,26055710
034443,18428,2019/12/31,2020/06/30,2020/08/31,0.426,DOW,26055710
034443,18428,2019/12/31,2020/06/30,2020/09/30,0.426,DOW,26055710
034443,18428,2019/12/31,2020/06/30,2020/10/31,0.426,DOW,26055710
034443,18428,2019/12/31,2020/09/30,2020/11/30,0.364,DOW,26055710
034443,18428,2019/12/31,2020/09/30,2020/12/31,0.364,DOW,26055710
035005,18484,2019/01/31,2019/07/31,2019/11/30,0.028,ZM,98980L10
035005,18484,2019/01/31,2019/10/31,2019/12/31,0.040,ZM,98980L10
035005,18484,2019/01/31,2019/10/31,2020/01/31,0.040,ZM,98980L10
035005,18484,2019/01/31,2019/10/31,2020/02/29,0.040,ZM,98980L10
035005,18484,2020/01/31,2020/01/31,2020/03/31,0.039,ZM,98980L10
035005,18484,2020/01/31,2020/01/31,2020/04/30,0.039,ZM,98980L10
035005,18484,2020/01/31,2020/01/31,2020/05/31,0.039,ZM,98980L10
035005,18484,2020/01/31,2020/04/30,2020/06/30,0.024,ZM,98980L10
035005,18484,2020/01/31,2020/04/30,2020/07/31,0.024,ZM,98980L10
035005,18484,2020/01/31,2020/04/30,2020/08/31,0.024,ZM,98980L10
035005,18484,2020/01/31,2020/07/31,2020/09/30,0.017,ZM,98980L10
035005,18484,2020/01/31,2020/07/31,2020/10/31,0.017,ZM,98980L10
035005,18484,2020/01/31,2020/07/31,2020/11/30,0.017,ZM,98980L10
035005,18484,2020/01/31,2020/10/31,2020/12/31,0.011,ZM,98980L10
002817,18542,2018/12/31,2019/09/30,2019/11/30,0.214,CAT,14912310
002817,18542,2018/12/31,2019/09/30,2019/12/31,0.214,CAT,14912310
002817,18542,2018/12/31,2019/09/30,2020/01/31,0.214,CAT,14912310
002817,18542,2019/12/31,2019/12/31,2020/02/29,0.185,CAT,14912310
002817,18542,2019/12/31,2019/12/31,2020/03/31,0.185,CAT,14912310
002817,18542,2019/12/31,2019/12/31,2020/04/30,0.185,CAT,14912310
002817,18542,2019/12/31,2020/03/31,2020/05/31,0.226,CAT,14912310
002817,18542,2019/12/31,2020/03/31,2020/06/30,0.226,CAT,14912310
002817,18542,2019/12/31,2020/03/31,2020/07/31,0.226,CAT,14912310
002817,18542,2019/12/31,2020/06/30,2020/08/31,0.200,CAT,14912310
002817,18542,2019/12/31,2020/06/30,2020/09/30,0.200,CAT,14912310
002817,18542,2019/12/31,2020/06/30,2020/10/31,0.200,CAT,14912310
002817,18542,2019/12/31,2020/09/30,2020/11/30,0.184,CAT,14912310
002817,18542,2019/12/31,2020/09/30,2020/12/31,0.184,CAT,14912310
034447,18572,2018/12/31,2019/09/30,2019/11/30,0.042,BYND,08862E10
034447,18572,2018/12/31,2019/09/30,2019/12/31,0.042,BYND,08862E10
034447,18572,2018/12/31,2019/09/30,2020/01/31,0.042,BYND,08862E10
034447,18572,2019/12/31,2019/12/31,2020/02/29,0.083,BYND,08862E10
034447,18572,2019/12/31,2019/12/31,2020/03/31,0.083,BYND,08862E10
034447,18572,2019/12/31,2019/12/31,2020/04/30,0.083,BYND,08862E10
034447,18572,2019/12/31,2020/03/31,2020/05/31,0.095,BYND,08862E10
034447,18572,2019/12/31,2020/03/31,2020/06/30,0.095,BYND,08862E10
034447,18572,2019/12/31,2020/03/31,2020/07/31,0.095,BYND,08862E10
034447,18572,2019/12/31,2020/06/30,2020/08/31,0.047,BYND,08862E10
034447,18572,2019/12/31,2020/06/30,2020/09/30,0.047,BYND,08862E10
034447,18572,2019/12/31,2020/06/30,2020/10/31,0.047,BYND,08862E10
034447,18572,2019/12/31,2020/09/30,2020/11/30,0.036,BYND,08862E10
034447,18572,2019/12/31,2020/09/30,2020/12/31,0.036,BYND,08862E10
035077,18576,2018/12/31,2019/09/30,2019/11/30,0.310,UBER,90353T10
035077,18576,2018/12/31,2019/09/30,2019/12/31,0.310,UBER,90353T10
035077,18576,2018/12/31,2019/09/30,2020/01/31,0.310,UBER,90353T10
035077,18576,2019/12/31,2019/12/31,2020/02/29,0.298,UBER,90353T10
035077,18576,2019/12/31,2019/12/31,2020/03/31,0.298,UBER,90353T10
035077,18576,2019/12/31,2019/12/31,2020/04/30,0.298,UBER,90353T10
035077,18576,2019/12/31,2020/03/31,2020/05/31,0.251,UBER,90353T10
035077,18576,2019/12/31,2020/03/31,2020/06/30,0.251,UBER,90353T10
035077,18576,2019/12/31,2020/03/31,2020/07/31,0.251,UBER,90353T10
035077,18576,2019/12/31,2020/06/30,2020/08/31,0.190,UBER,90353T10
035077,18576,2019/12/31,2020/06/30,2020/09/30,0.190,UBER,90353T10
035077,18576,2019/12/31,2020/06/30,2020/10/31,0.190,UBER,90353T10
035077,18576,2019/12/31,2020/09/30,2020/11/30,0.151,UBER,90353T10
035077,18576,2019/12/31,2020/09/30,2020/12/31,0.151,UBER,90353T10
035168,18592,2018/12/31,2019/09/30,2019/11/30,1.257,CTVA,22052L10
035168,18592,2018/12/31,2019/09/30,2019/12/31,1.257,CTVA,22052L10
035168,18592,2018/12/31,2019/09/30,2020/01/31,1.257,CTVA,22052L10
035168,18592,2019/12/31,2019/12/31,2020/02/29,1.140,CTVA,22052L10
035168,18592,2019/12/31,2019/12/31,2020/03/31,1.140,CTVA,22052L10
035168,18592,2019/12/31,2019/12/31,2020/04/30,1.140,CTVA,22052L10
035168,18592,2019/12/31,2020/03/31,2020/05/31,1.407,CTVA,22052L10
035168,18592,2019/12/31,2020/03/31,2020/06/30,1.407,CTVA,22052L10
035168,18592,2019/12/31,2020/03/31,2020/07/31,1.407,CTVA,22052L10
035168,18592,2019/12/31,2020/06/30,2020/08/31,1.262,CTVA,22052L10
035168,18592,2019/12/31,2020/06/30,2020/09/30,1.262,CTVA,22052L10
035168,18592,2019/12/31,2020/06/30,2020/10/31,1.262,CTVA,22052L10
035168,18592,2019/12/31,2020/09/30,2020/11/30,1.162,CTVA,22052L10
035168,18592,2019/12/31,2020/09/30,2020/12/31,1.162,CTVA,22052L10
035182,18726,2019/01/31,2019/07/31,2019/11/30,0.036,CRWD,22788C10
035182,18726,2019/01/31,2019/10/31,2019/12/31,0.070,CRWD,22788C10
035182,18726,2019/01/31,2019/10/31,2020/01/31,0.070,CRWD,22788C10
035182,18726,2019/01/31,2019/10/31,2020/02/29,0.070,CRWD,22788C10
035182,18726,2020/01/31,2020/01/31,2020/03/31,0.057,CRWD,22788C10
035182,18726,2020/01/31,2020/01/31,2020/04/30,0.057,CRWD,22788C10
035182,18726,2020/01/31,2020/01/31,2020/05/31,0.057,CRWD,22788C10
035182,18726,2020/01/31,2020/04/30,2020/06/30,0.052,CRWD,22788C10
035182,18726,2020/01/31,2020/04/30,2020/07/31,0.052,CRWD,22788C10
035182,18726,2020/01/31,2020/04/30,2020/08/31,0.052,CRWD,22788C10
035182,18726,2020/01/31,2020/07/31,2020/09/30,0.032,CRWD,22788C10
035182,18726,2020/01/31,2020/07/31,2020/10/31,0.032,CRWD,22788C10
035182,18726,2020/01/31,2020/07/31,2020/11/30,0.032,CRWD,22788C10
035182,18726,2020/01/31,2020/10/31,2020/12/31,0.030,CRWD,22788C10
003170,18729,2018/12/31,2019/09/30,2019/11/30,,CL,19416210
003170,18729,2018/12/31,2019/09/30,2019/12/31,,CL,19416210
003170,18729,2018/12/31,2019/09/30,2020/01/31,,CL,19416210
003170,18729,2019/12/31,2019/12/31,2020/02/29,0.011,CL,19416210
003170,18729,2019/12/31,2019/12/31,2020/03/31,0.011,CL,19416210
003170,18729,2019/12/31,2019/12/31,2020/04/30,0.011,CL,19416210
003170,18729,2019/12/31,2020/03/31,2020/05/31,0.011,CL,19416210
003170,18729,2019/12/31,2020/03/31,2020/06/30,0.011,CL,19416210
003170,18729,2019/12/31,2020/03/31,2020/07/31,0.011,CL,19416210
003170,18729,2019/12/31,2020/06/30,2020/08/31,0.011,CL,19416210
003170,18729,2019/12/31,2020/06/30,2020/09/30,0.011,CL,19416210
003170,18729,2019/12/31,2020/06/30,2020/10/31,0.011,CL,19416210
003170,18729,2019/12/31,2020/09/30,2020/11/30,0.016,CL,19416210
003170,18729,2019/12/31,2020/09/30,2020/12/31,0.016,CL,19416210
