owner,type_detailed,type,return_abnormal_1d,Senator,Party,Occupation,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
Joint,Purchase,Purchase,-0.059835564,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.10914724,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.000348149,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.10914724,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,-0.030593336,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Joint,Purchase,Purchase,-0.03236092,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.052709936,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.068570381,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.052709936,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.068570381,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.031939773,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.192546956,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.037832022,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.007515614,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.03388029,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.023578894,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.012009851,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Joint,Purchase,Purchase,0.000595397,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,-0.023311361,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.062682512,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.012861324,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.019247507,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.014738958,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.007316054,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.014426309,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.065757751,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.068996886,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Joint,Purchase,Purchase,0.017573519,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.005434798,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.009885088,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.001105494,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.003991112,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Partial),Sale,-0.069860323,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.007471611,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Partial),Sale,0.020754491,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.008478384,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.007471611,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,0.006585383,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.01296062,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.003286117,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.003879055,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.023550592,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Partial),Sale,-0.010064506,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.040167364,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.040167364,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Partial),Sale,-0.006152876,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.005069469,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,0.004751979,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Partial),Sale,-0.005712472,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.009488052,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.009488052,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,-0.036198842,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.02024375,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.01077347,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.013023652,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.025803751,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.043272527,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.00765736,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.024149695,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.041955877,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.025378337,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.059634108,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.035784591,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.047542499,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.010486314,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.022462311,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.048335704,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.012491358,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.027497632,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.037797757,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.010686882,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.02024375,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.019956145,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.02555659,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.005102947,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.024223343,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.037018358,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.006287732,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.013132347,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.021593886,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.04196059,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.022761404,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Joint,Sale (Partial),Sale,0.02936598,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Partial),Sale,0.044028012,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Partial),Sale,0.018427771,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.003504758,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.043672481,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,0.017108723,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.012811041,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.004577817,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.019465148,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.003726618,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.00784412,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.030991255,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.018629599,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.022177839,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.001241493,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.014010032,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.045530033,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.024759842,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,9.33E-05,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.06090734,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.04066099,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Joint,Purchase,Purchase,0.019793547,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,-0.016664258,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,0.007452165,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.01977392,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Joint,Sale (Partial),Sale,0.021351853,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Purchase,Purchase,0.097222249,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.025729476,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.048380665,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.037439787,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.018506612,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.031213604,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.007235169,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.033216181,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.00150852,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.046947455,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.035953659,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Purchase,Purchase,-0.037439787,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.016295946,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Joint,Purchase,Purchase,-0.049473153,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.042077098,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.008605588,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.011905925,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.036990218,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.00869368,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.021096863,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.037209088,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.07760719,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.010165958,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.00630509,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.028764656,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.021369595,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.00819891,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.032735242,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.002777763,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.035524115,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.028053861,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.0221022,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,0.008770853,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.048449917,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.012911957,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.055289068,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.003744987,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.005517422,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.023408316,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Joint,Sale (Full),Sale,-0.014100489,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,-0.021096863,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.01159704,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.053186668,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.012451742,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.000230642,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.007180883,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.008284335,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.026770286,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.00869368,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,-0.020883844,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.004014577,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Sale (Full),Sale,0.010494013,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
